gene_id	chisq	pvalue	adj_pvalue	ExDp	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
NEUROD6	31.3871104365386	0.000119868704019619	0.00223633834670945	0.537162162162162	0.573317307692308	-0.0361551455301455	chr7:31338259:-_vs_chr7:31337465:-	-0.218251905751906	chr7:31337465:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31339095:-	proximal	TRUE
MAPT	20.669784925642	0.000123277648416657	0.00227693816625566	0.203921568627451	0.343304843304843	-0.139383274677392	chr17:46018729:+_vs_chr17:46024431:+	-0.314027149321267	chr17:46018729:+;chr17:46024431:+;chr17:46026503:+;chr17:46028334:+	proximal	TRUE
CHD8	14.6089293108208	0.000132286244911671	0.00241913558764214	0	0.684210526315789	-0.684210526315789	chr14:21415833:-_vs_chr14:21408770:-	-1.36842105263158	chr14:21408770:-;chr14:21415833:-	proximal	TRUE
PAFAH1B1	24.9939260739261	0.000139710553761035	0.00252985679212384	0.506666666666667	0.473809523809524	0.0328571428571428	chr17:2667027:+_vs_chr17:2681953:+	0.333333333333333	chr17:2667027:+;chr17:2673656:+;chr17:2681910:+;chr17:2681953:+;chr17:2682463:+;chr17:2685615:+	distal	TRUE
GLOD4	14.4114862700229	0.000146903527919288	0.00262127183388005	0.130434782608696	0.64	-0.509565217391304	chr17:771370:-_vs_chr17:759330:-	-1.01913043478261	chr17:759330:-;chr17:771370:-	proximal	TRUE
NUDT11	17.6420454545455	0.000147597331198444	0.00262127183388005	0.21875	0.659090909090909	-0.440340909090909	chrX:51490994:-_vs_chrX:51490308:-	-0.880681818181818	chrX:51490308:-;chrX:51490547:-;chrX:51490994:-	proximal	TRUE
ARMC8	17.5466666666667	0.000154806697330852	0.00272312352352461	0.65	0.296296296296296	0.353703703703704	chr3:138245683:+_vs_chr3:138246870:+	0.992592592592593	chr3:138245683:+;chr3:138246870:+;chr3:138296566:+	distal	TRUE
DNAJC7	20.0089529469358	0.000169018794621492	0.00294507277043298	0.740740740740741	0.552238805970149	0.188501934770592	chr17:41988772:-_vs_chr17:41983564:-	0.512106135986733	chr17:41976452:-;chr17:41983564:-;chr17:41988772:-;chr17:41988852:-	distal	TRUE
METTL17	14.0915032679739	0.000174128592419114	0.00296202806410208	0.411764705882353	0.962962962962963	-0.55119825708061	chr14:20993424:+_vs_chr14:20997019:+	-1.10239651416122	chr14:20993424:+;chr14:20997019:+	proximal	TRUE
RAD21	14.0897843407924	0.000174287797790724	0.00296202806410208	0	0.837837837837838	-0.837837837837838	chr8:116858360:-_vs_chr8:116847067:-	-1.67567567567568	chr8:116847067:-;chr8:116858360:-	proximal	TRUE
TXNIP	19.9169942175377	0.000176600123485294	0.00296202806410208	0.644927536231884	0.392592592592593	0.252334943639292	chr1:145995002:-_vs_chr1:145993318:-	0.54975845410628	chr1:145993318:-;chr1:145993613:-;chr1:145995002:-;chr1:145995190:-	distal	TRUE
RB1CC1	24.4637239583333	0.00017679640926458	0.00296202806410208	0.4	0.394285714285714	0.00571428571428578	chr8:52657243:-_vs_chr8:52656706:-	-0.375	chr8:52642766:-;chr8:52656706:-;chr8:52657243:-;chr8:52657292:-;chr8:52657598:-;chr8:52661118:-	proximal	TRUE
RPS6	19.9003230218166	0.000178010349277385	0.00296202806410208	0.772290809327846	0.842842842842843	-0.0705520335149965	chr9:19376539:-_vs_chr9:19376255:-	-0.223195417639862	chr9:19376255:-;chr9:19376539:-;chr9:19378372:-;chr9:19378772:-	proximal	TRUE
RSL1D1	19.7132237250763	0.000194627052257582	0.00320226511899328	0.456989247311828	0.269113149847095	0.187876097464733	chr16:11839942:-_vs_chr16:11837358:-	0.442586564072211	chr16:11837358:-;chr16:11839701:-;chr16:11839834:-;chr16:11839942:-	distal	TRUE
SSR1	17.0756540627708	0.000195915516213449	0.00320226511899328	0.446808510638298	0.5390625	-0.0922539893617021	chr6:7289164:-_vs_chr6:7288495:-	-0.534574468085106	chr6:7287570:-;chr6:7288495:-;chr6:7289164:-	proximal	TRUE
RBM25	31.9841200281594	0.000200391074174114	0.00324668696490867	0.587172538392051	0.588175331294597	-0.00100279290254668	chr14:73101179:+_vs_chr14:73112194:+	-0.148019691206086	chr14:73096973:+;chr14:73099688:+;chr14:73101179:+;chr14:73106039:+;chr14:73106259:+;chr14:73107849:+;chr14:73110926:+;chr14:73111711:+;chr14:73112194:+;chr14:73120789:+	proximal	FALSE
SEPTIN6	16.9991753456106	0.000203552281851034	0.00326922664851182	0.25	0.575471698113208	-0.325471698113208	chrX:119629318:-_vs_chrX:119615724:-	-0.783962264150943	chrX:119615724:-;chrX:119629318:-;chrX:119629455:-	proximal	TRUE
EIF4G2	19.5818963542661	0.000207204022988103	0.0032991881936123	0.823809523809524	0.69723865877712	0.126570865032404	chr11:10800495:-_vs_chr11:10797054:-	0.246914623837701	chr11:10797054:-;chr11:10799620:-;chr11:10800495:-;chr11:10801047:-	distal	TRUE
GTF2I	19.5215714456821	0.000213249200257644	0.00333509015252616	0.493333333333333	0.387878787878788	0.105454545454545	chr7:74735492:+_vs_chr7:74749451:+	0.796363636363636	chr7:74698999:+;chr7:74735492:+;chr7:74749451:+;chr7:74760692:+	distal	TRUE
ATXN10	19.5000935278713	0.000215443614262933	0.00333509015252616	0.32716049382716	0.583333333333333	-0.256172839506173	chr22:45843966:+_vs_chr22:45844869:+	-0.61026936026936	chr22:45843966:+;chr22:45844802:+;chr22:45844869:+;chr22:45844939:+	proximal	TRUE
HSPH1	21.8389427087417	0.000215769889791255	0.00333509015252616	0.459459459459459	0.444444444444444	0.0150150150150151	chr13:31143809:-_vs_chr13:31141219:-	0.453787120453787	chr13:31137424:-;chr13:31138412:-;chr13:31140273:-;chr13:31141219:-;chr13:31143809:-	distal	TRUE
TPM3	24.0044950145911	0.000216681547538245	0.00333509015252616	0.621276595744681	0.522480620155039	0.098795975589642	chr1:154172030:-_vs_chr1:154156838:-	0.348672274451592	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154170678:-;chr1:154172030:-;chr1:154173157:-	distal	TRUE
NTM	16.8142421602787	0.000223271713919656	0.0034081227736331	0.25609756097561	0.267857142857143	-0.0117595818815331	chr11:132335670:+_vs_chr11:132335704:+	-0.564459930313589	chr11:132335670:+;chr11:132335704:+;chr11:132335911:+	proximal	TRUE
COPS3	13.5855803571429	0.000227929638286195	0.0034507052615951	0.244444444444444	0.0138888888888889	0.230555555555556	chr17:17246835:-_vs_chr17:17246629:-	0.461111111111111	chr17:17246629:-;chr17:17246835:-	distal	TRUE
SAFB	23.7296534844031	0.00024468155885886	0.00367420194481556	0.664615384615385	0.583928571428571	0.0806868131868131	chr19:5654100:+_vs_chr19:5654436:+	0.366071428571429	chr19:5626468:+;chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5654436:+;chr19:5668478:+	distal	TRUE
NDUFB8	13.4211045733915	0.000248809150197432	0.00370605242269884	0.988636363636364	0.827731092436975	0.160905271199389	chr10:100525257:-_vs_chr10:100523740:-	0.321810542398778	chr10:100523740:-;chr10:100525257:-	distal	TRUE
UBL4A	13.3777498086709	0.000254627034127614	0.00376236905626963	1	0.476190476190476	0.523809523809524	chrX:154483983:-_vs_chrX:154483720:-	1.04761904761905	chrX:154483720:-;chrX:154483983:-	distal	TRUE
CADM1	16.5000459715414	0.000261252552141394	0.00379954425987459	0.202380952380952	0.0410958904109589	0.161285061969993	chr11:115176489:-_vs_chr11:115174048:-	0.375570776255708	chr11:115173892:-;chr11:115174048:-;chr11:115176489:-	distal	TRUE
SERINC1	16.4898456331713	0.000262588387956055	0.00379954425987459	0.80379746835443	0.656756756756757	0.147040711597674	chr6:122443997:-_vs_chr6:122443351:-	0.294081423195347	chr6:122443351:-;chr6:122443923:-;chr6:122443997:-	distal	TRUE
CNOT2	16.4843237346675	0.000263314382925797	0.00379954425987459	0.457142857142857	0.33695652173913	0.120186335403727	chr12:70338522:+_vs_chr12:70354257:+	0.728571428571429	chr12:70338522:+;chr12:70354257:+;chr12:70354993:+	distal	TRUE
NIPSNAP1	13.1759082422782	0.000283571256418631	0.00400726994310097	0.357142857142857	0.141242937853107	0.21589991928975	chr22:29555406:-_vs_chr22:29554808:-	0.4317998385795	chr22:29554808:-;chr22:29555406:-	distal	TRUE
RWDD1	16.3358759357762	0.000283602210789219	0.00400726994310097	0.5	0.7265625	-0.2265625	chr6:116590362:+_vs_chr6:116593275:+	-0.802083333333333	chr6:116588964:+;chr6:116590362:+;chr6:116593275:+	proximal	TRUE
LUC7L3	32.8900510657696	0.000284218929369912	0.00400726994310097	0.371232876712329	0.416023738872404	-0.0447908621600748	chr17:50744685:+_vs_chr17:50744801:+	-0.144953457176538	chr17:50743777:+;chr17:50744685:+;chr17:50744801:+;chr17:50745898:+;chr17:50746590:+;chr17:50750555:+;chr17:50751337:+;chr17:50752076:+;chr17:50752301:+;chr17:50752644:+;chr17:50752711:+	proximal	FALSE
ARID4B	23.3665481961109	0.000287221579235765	0.00401892618824589	0.331147540983607	0.384615384615385	-0.0534678436317781	chr1:235246444:-_vs_chr1:235240334:-	0.333795712484237	chr1:235220318:-;chr1:235220428:-;chr1:235224748:-;chr1:235229237:-;chr1:235240334:-;chr1:235246444:-	distal	TRUE
VCP	13.125514377997	0.000291301369788709	0.00404536563909583	0.395833333333333	0.141935483870968	0.253897849462366	chr9:35056936:-_vs_chr9:35056563:-	0.507795698924731	chr9:35056563:-;chr9:35056936:-	distal	TRUE
SEC61A2	12.9865159245516	0.000313742223293054	0.00432449168971844	1	0.333333333333333	0.666666666666667	chr10:12165363:+_vs_chr10:12165407:+	1.33333333333333	chr10:12165363:+;chr10:12165407:+	distal	TRUE
SUPT7L	12.9250506815045	0.000324213876897884	0.00443572615281772	0.5	0	0.5	chr2:27653070:-_vs_chr2:27652266:-	1	chr2:27652266:-;chr2:27653070:-	distal	TRUE
PID1	16.0272506382063	0.000330922840807894	0.00449422416891309	0.909090909090909	0.573770491803279	0.335320417287631	chr2:229024832:-_vs_chr2:229023989:-	1.04619970193741	chr2:229023989:-;chr2:229024832:-;chr2:229025445:-	distal	TRUE
RNF126	12.8414634146341	0.000339022364891183	0.00457061538652566	0.25	0.886363636363636	-0.636363636363636	chr19:647810:-_vs_chr19:647531:-	-1.27272727272727	chr19:647531:-;chr19:647810:-	proximal	TRUE
RRAGB	12.8218408314743	0.000342596485020025	0.00457116861449139	0.0952380952380952	0.653846153846154	-0.558608058608059	chrX:55758731:+_vs_chrX:55758774:+	-1.11721611721612	chrX:55758731:+;chrX:55758774:+	proximal	TRUE
EPRS1	20.8003851925039	0.000346869355306544	0.00457116861449139	0.25	0.417582417582418	-0.167582417582418	chr1:220007209:-_vs_chr1:219987267:-	-0.50694042799306	chr1:219968600:-;chr1:219984228:-;chr1:219987267:-;chr1:220007209:-;chr1:220025148:-	proximal	TRUE
FAM8A1	12.7980741875479	0.000346976344245598	0.00457116861449139	0.894736842105263	0.351351351351351	0.543385490753912	chr6:17608520:+_vs_chr6:17610089:+	1.08677098150782	chr6:17608520:+;chr6:17610089:+	distal	TRUE
TMSB15B	15.9210889645114	0.000348963061528579	0.00457116861449139	0.676470588235294	0.272727272727273	0.403743315508021	chrX:104072887:-_vs_chrX:103973758:+	0.807486631016043	chrX:103965976:+;chrX:103973758:+;chrX:104072887:-	distal	TRUE
FDFT1	15.9040709321591	0.000351945062820407	0.00457776430302318	0.608108108108108	0.531111111111111	0.076996996996997	chr8:11838962:+_vs_chr8:11839298:+	0.430510510510511	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	distal	TRUE
RAC1	15.8851428423386	0.000355291698074756	0.0045889773870215	0.857142857142857	0.847727272727273	0.00941558441558443	chr7:6402689:+_vs_chr7:6403967:+	0.234415584415584	chr7:6401963:+;chr7:6402689:+;chr7:6403967:+	distal	TRUE
RTF1	24.7754970958118	0.000375725450462132	0.00478977873787075	0.41	0.397492625368732	0.0125073746312684	chr15:41464833:+_vs_chr15:41475761:+	-0.29070796460177	chr15:41452949:+;chr15:41464833:+;chr15:41470289:+;chr15:41475761:+;chr15:41476475:+;chr15:41477212:+;chr15:41482981:+	proximal	TRUE
ZRANB2	20.6233843948613	0.00037602486030929	0.00478977873787075	0.473958333333333	0.261194029850746	0.212764303482587	chr1:71070919:-_vs_chr1:71068221:-	0.406094527363184	chr1:71063291:-;chr1:71068221:-;chr1:71068724:-;chr1:71069752:-;chr1:71070919:-	distal	TRUE
KMT2E	18.2717760380014	0.000386573993402978	0.00487143606176988	0.586206896551724	0.561904761904762	0.0243021346469622	chr7:105090156:+_vs_chr7:105107924:+	-0.662068965517241	chr7:105073662:+;chr7:105077344:+;chr7:105090156:+;chr7:105107924:+	proximal	TRUE
ATXN2L	12.5905097058114	0.000387710395820342	0.00487143606176988	0.5	0.96551724137931	-0.46551724137931	chr16:28827753:+_vs_chr16:28837221:+	-0.931034482758621	chr16:28827753:+;chr16:28837221:+	proximal	TRUE
VHL	15.4875	0.00043344311194891	0.00540925289033538	1	0.544444444444445	0.455555555555555	chr3:10153301:+_vs_chr3:10153662:+	0.911111111111111	chr3:10153301:+;chr3:10153576:+;chr3:10153662:+	distal	TRUE
HPS1	12.3448021885522	0.000442216001782948	0.00548169768653091	0	0.818181818181818	-0.818181818181818	chr10:98433445:-_vs_chr10:98417021:-	-1.63636363636364	chr10:98417021:-;chr10:98433445:-	proximal	TRUE
SEPTIN7	17.9708599291632	0.000445978488686804	0.00549148179069684	0.258215962441315	0.367058823529412	-0.108842861088097	chr7:35882569:+_vs_chr7:35905307:+	-0.210715272024303	chr7:35882569:+;chr7:35898297:+;chr7:35903104:+;chr7:35905307:+	proximal	TRUE
RPL7L1	22.2755555555556	0.000464060331925962	0.00562090573349521	0.49375	0.5525	-0.05875	chr6:42886844:+_vs_chr6:42887290:+	-0.38125	chr6:42886844:+;chr6:42887290:+;chr6:42887433:+;chr6:42887595:+;chr6:42887905:+;chr6:42889889:+	proximal	TRUE
PPP2R5E	22.2692396834675	0.000465347048912697	0.00562090573349521	0.438095238095238	0.391752577319588	0.0463426607756504	chr14:63376081:-_vs_chr14:63374241:-	0.452135493372607	chr14:63371367:-;chr14:63374241:-;chr14:63374685:-;chr14:63375842:-;chr14:63376081:-;chr14:63391820:-	distal	TRUE
SOGA3	24.2605728015496	0.000467642229376837	0.00562090573349521	0.314516129032258	0.236882716049383	0.0776334129828753	chr6:127512981:-_vs_chr6:127476377:-	0.438918757467145	chr6:127443563:-;chr6:127447534:-;chr6:127447618:-;chr6:127450169:-;chr6:127453855:-;chr6:127476377:-;chr6:127512981:-	distal	TRUE
KIDINS220	20.1294095263379	0.000470862484254625	0.00562090573349521	0.266666666666667	0.223360655737705	0.0433060109289617	chr2:8796772:-_vs_chr2:8770671:-	0.298360655737705	chr2:8770671:-;chr2:8778948:-;chr2:8785765:-;chr2:8796772:-;chr2:8803035:-	distal	TRUE
ZNF33A	15.3183106575964	0.000471705678771932	0.00562090573349521	0.75	0.314285714285714	0.435714285714286	chr10:38054711:+_vs_chr10:38060055:+	0.871428571428571	chr10:38054711:+;chr10:38057631:+;chr10:38060055:+	distal	TRUE
HNRNPH3	20.0973306546062	0.000477782145701899	0.005656818096868	0.467105263157895	0.519607843137255	-0.0525025799793601	chr10:68341301:+_vs_chr10:68342271:+	-0.307017543859649	chr10:68341301:+;chr10:68341788:+;chr10:68342271:+;chr10:68342962:+;chr10:68343193:+	proximal	TRUE
ATRX	27.8932346810099	0.000494980816960138	0.00582311827341003	0.417008196721311	0.403	0.0140081967213114	chrX:77684359:-_vs_chrX:77683973:-	-0.240262295081967	chrX:77682921:-;chrX:77683504:-;chrX:77683759:-;chrX:77683930:-;chrX:77683973:-;chrX:77684266:-;chrX:77684359:-;chrX:77693854:-;chrX:77696615:-	proximal	TRUE
DNAAF2	15.1236150359904	0.000519934602877309	0.00607796969312904	0.568181818181818	0.742857142857143	-0.174675324675325	chr14:49625972:-_vs_chr14:49625765:-	-0.706493506493507	chr14:49625192:-;chr14:49625765:-;chr14:49625972:-	proximal	TRUE
CIRBP	11.9431226683689	0.000548494711546356	0.00637150774984981	0.28494623655914	0.16	0.12494623655914	chr19:1273172:+_vs_chr19:1274810:+	0.24989247311828	chr19:1273172:+;chr19:1274810:+	distal	TRUE
PIK3R2	17.4170124235484	0.000580022912282473	0.0066956394936608	0.454545454545455	0.462962962962963	-0.00841750841750843	chr19:18170229:+_vs_chr19:18170540:+	-0.602693602693603	chr19:18168509:+;chr19:18170058:+;chr19:18170229:+;chr19:18170540:+	proximal	TRUE
CEP89	14.8872180451128	0.000585169492131723	0.00671309349048008	0.235294117647059	0.578947368421053	-0.343653250773994	chr19:32968909:-_vs_chr19:32933515:-	-0.761609907120743	chr19:32923493:-;chr19:32933515:-;chr19:32968909:-	proximal	TRUE
CELF2	17.3500242268625	0.000598738869674201	0.00677476266644591	0.65530303030303	0.627450980392157	0.0278520499108733	chr10:11329790:+_vs_chr10:11331041:+	-0.316027926322044	chr10:11045607:+;chr10:11329389:+;chr10:11329790:+;chr10:11331041:+	proximal	TRUE
SAMD8	11.7751983736638	0.000600251155640649	0.00677476266644591	0	0.565217391304348	-0.565217391304348	chr10:75176844:+_vs_chr10:75179056:+	-1.1304347826087	chr10:75176844:+;chr10:75179056:+	proximal	TRUE
VPS72	11.7711777976945	0.000601549040225842	0.00677476266644591	0.733333333333333	0.956140350877193	-0.22280701754386	chr1:151178115:-_vs_chr1:151176474:-	-0.445614035087719	chr1:151176474:-;chr1:151178115:-	proximal	TRUE
NEFM	19.5022424708477	0.000626030675718556	0.00700774944274044	0.386363636363636	0.133893280632411	0.252470355731225	chr8:24917339:+_vs_chr8:24918551:+	0.494071146245059	chr8:24917339:+;chr8:24917621:+;chr8:24918000:+;chr8:24918551:+;chr8:24919093:+	distal	TRUE
FAM13A	14.7223224536657	0.000635460117590469	0.00703772324910227	0.214285714285714	0.791044776119403	-0.576759061833689	chr4:88780451:-_vs_chr4:88731382:-	-1.15351812366738	chr4:88731382:-;chr4:88731905:-;chr4:88780451:-	proximal	TRUE
ADGRB3	17.2215502520735	0.000636329064753697	0.00703772324910227	0.596899224806202	0.363636363636364	0.233262861169838	chr6:69014088:+_vs_chr6:69389511:+	0.460887949260042	chr6:69014088:+;chr6:69361094:+;chr6:69361249:+;chr6:69389511:+	distal	TRUE
BICD1	17.1652412858309	0.000653535171908105	0.00718499680068018	0.350877192982456	0.482587064676617	-0.131709871694161	chr12:32305851:+_vs_chr12:32377903:+	-0.599371563236449	chr12:32294103:+;chr12:32305851:+;chr12:32334566:+;chr12:32377903:+	proximal	TRUE
TMOD2	17.120717045868	0.000667466964266074	0.00729474250295526	0.35632183908046	0.222222222222222	0.134099616858238	chr15:51773764:+_vs_chr15:51816363:+	0.267134951042997	chr15:51773764:+;chr15:51798306:+;chr15:51808509:+;chr15:51816363:+	distal	TRUE
GABRA2	11.5232980019493	0.000687293476351585	0.00746724147541987	0.111111111111111	0.68	-0.568888888888889	chr4:46261927:-_vs_chr4:46249549:-	-1.13777777777778	chr4:46249549:-;chr4:46261927:-	proximal	TRUE
ZYG11B	11.4303799821041	0.00072252907859712	0.0077596880835354	0.111111111111111	0.603448275862069	-0.492337164750958	chr1:52822191:+_vs_chr1:52822706:+	-0.984674329501916	chr1:52822191:+;chr1:52822706:+	proximal	TRUE
GTPBP4	14.4652732888027	0.000722613075456464	0.0077596880835354	0.764705882352941	0.388888888888889	0.375816993464052	chr10:1010519:+_vs_chr10:1017768:+	0.751633986928105	chr10:1010519:+;chr10:1012622:+;chr10:1017768:+	distal	TRUE
HMGCR	21.2365097755345	0.000730802731815265	0.00780226962810864	0.52	0.502702702702703	0.0172972972972973	chr5:75351314:+_vs_chr5:75361400:+	-0.355405405405405	chr5:75350334:+;chr5:75351314:+;chr5:75358760:+;chr5:75361255:+;chr5:75361400:+;chr5:75362101:+	proximal	TRUE
SPRYD4	11.3777777777778	0.000743279868849208	0.0078898730906005	0	0.8	-0.8	chr12:56470014:+_vs_chr12:56470985:+	-1.6	chr12:56470014:+;chr12:56470985:+	proximal	TRUE
ZC3H13	21.0985600012956	0.000776051388956415	0.00819066808801427	0.528571428571429	0.506382978723404	0.0221884498480244	chr13:46011452:-_vs_chr13:45970362:-	0.470364741641337	chr13:45969660:-;chr13:45970362:-;chr13:45985390:-;chr13:46003306:-;chr13:46011452:-;chr13:46020488:-	distal	TRUE
NUP58	11.2730456936226	0.000786405994587087	0.00825279472728607	1	0.423076923076923	0.576923076923077	chr13:25340120:+_vs_chr13:25340942:+	1.15384615384615	chr13:25340120:+;chr13:25340942:+	distal	TRUE
MAPK9	11.2431161027738	0.000799188686624206	0.00830282630249841	0	0.608695652173913	-0.608695652173913	chr5:180242573:-_vs_chr5:180239939:-	-1.21739130434783	chr5:180239939:-;chr5:180242573:-	proximal	TRUE
GOLM1	11.2408521710847	0.000800164094122749	0.00830282630249841	0.272727272727273	0.837209302325581	-0.564482029598309	chr9:86026915:-_vs_chr9:86026141:-	-1.12896405919662	chr9:86026141:-;chr9:86026915:-	proximal	TRUE
PIK3R1	20.9759573345008	0.000818575851895175	0.00844642233771167	0.738461538461539	0.516666666666667	0.221794871794872	chr5:68298245:+_vs_chr5:68298753:+	0.607142857142857	chr5:68293835:+;chr5:68294587:+;chr5:68294660:+;chr5:68298245:+;chr5:68298594:+;chr5:68298753:+	distal	TRUE
CACYBP	18.8652173062361	0.000835339520132599	0.00857151163158284	0.672619047619048	0.411290322580645	0.261328725038402	chr1:175009984:+_vs_chr1:175010368:+	0.397081413210445	chr1:175008704:+;chr1:175009984:+;chr1:175010264:+;chr1:175010368:+;chr1:175010801:+	distal	TRUE
GDI2	11.066304087155	0.000879107377330543	0.00897078080624041	0.4	0.695906432748538	-0.295906432748538	chr10:5765913:-_vs_chr10:5765223:-	-0.591812865497076	chr10:5765223:-;chr10:5765913:-	proximal	TRUE
