gene_id	chisq	pvalue	adj_pvalue	IP	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
RNF214	25.9478472766458	3.50766369999536e-07	6.91194836648928e-06	0	0.75	-0.75	chr11:117246858:+_vs_chr11:117285466:+	-1.5	chr11:117246858:+;chr11:117285466:+	proximal	TRUE
STRBP	29.7190092165899	3.52045781651748e-07	6.91194836648928e-06	0.442857142857143	0.725806451612903	-0.28294930875576	chr9:123147804:-_vs_chr9:123136057:-	-1.19815668202765	chr9:123136057:-;chr9:123147804:-;chr9:123179069:-	proximal	TRUE
ROCK1	29.6515192531393	3.64128275354485e-07	7.07908205909749e-06	0.155172413793103	0.618421052631579	-0.463248638838476	chr18:21070555:-_vs_chr18:21015456:-	-1.05807622504537	chr18:20979916:-;chr18:21015456:-;chr18:21070555:-	proximal	TRUE
ZNF251	25.8002382802383	3.78641722633905e-07	7.25882813418426e-06	0.153846153846154	1	-0.846153846153846	chr8:144721535:-_vs_chr8:144720909:-	-1.69230769230769	chr8:144720909:-;chr8:144721535:-	proximal	TRUE
BAZ1B	35.4206878131447	3.8069497022449e-07	7.25882813418426e-06	0.564655172413793	0.455128205128205	0.109526967285588	chr7:73477733:-_vs_chr7:73477076:-	0.625994694960212	chr7:73459553:-;chr7:73477038:-;chr7:73477076:-;chr7:73477733:-;chr7:73478003:-	distal	TRUE
TOP2B	37.6716639095671	4.39186368367967e-07	8.29434827117789e-06	0.556410256410256	0.45	0.106410256410256	chr3:25632689:-_vs_chr3:25631833:-	0.561698717948718	chr3:25597994:-;chr3:25615464:-;chr3:25627274:-;chr3:25631833:-;chr3:25632689:-;chr3:25632720:-	distal	TRUE
DNTTIP2	29.2127882064885	4.53443979950971e-07	8.45248409179128e-06	0.741379310344828	0.269230769230769	0.472148541114058	chr1:93876375:-_vs_chr1:93875649:-	1.11273209549072	chr1:93875649:-;chr1:93876375:-;chr1:93877284:-	distal	TRUE
NUSAP1	37.5899791566458	4.56084618165238e-07	8.45248409179128e-06	0.4	0.583116883116883	-0.183116883116883	chr15:41358231:+_vs_chr15:41381048:+	-0.380952380952381	chr15:41356119:+;chr15:41358231:+;chr15:41377229:+;chr15:41380120:+;chr15:41380782:+;chr15:41381048:+	proximal	TRUE
ANAPC7	25.2170883361921	5.12262954509855e-07	9.4057170258615e-06	0.207547169811321	0.863636363636364	-0.656089193825043	chr12:110375474:-_vs_chr12:110373478:-	-1.31217838765009	chr12:110373478:-;chr12:110375474:-	proximal	TRUE
POLR2J4	28.9072666463971	5.28283205386802e-07	9.61087703011035e-06	0.846153846153846	0.304347826086957	0.54180602006689	chr7:44013562:-_vs_chr7:43984502:-	1.45484949832776	chr7:43984502:-;chr7:44013562:-;chr7:44014089:-	distal	TRUE
CCNI	37.2265128081165	5.39473774295991e-07	9.66521713094466e-06	0.58743961352657	0.553459119496855	0.0339804940297147	chr4:77048082:-_vs_chr4:77048001:-	0.333059885151764	chr4:77047155:-;chr4:77047509:-;chr4:77047662:-;chr4:77048001:-;chr4:77048082:-;chr4:77048307:-	distal	TRUE
WBP11	28.8594382591093	5.41068943235568e-07	9.66521713094466e-06	0.368421052631579	0.673076923076923	-0.304655870445344	chr12:14796771:-_vs_chr12:14791222:-	-1.28542510121457	chr12:14786478:-;chr12:14791222:-;chr12:14796771:-	proximal	TRUE
PALLD	31.9130810587262	5.45892243401817e-07	9.66521713094466e-06	0.05	0.34965034965035	-0.29965034965035	chr4:168924387:+_vs_chr4:168926513:+	-1.09685314685315	chr4:168924387:+;chr4:168926513:+;chr4:168926656:+;chr4:168928414:+	proximal	TRUE
MXI1	37.1149259037849	5.67999171188877e-07	9.9676314731641e-06	0.345736434108527	0.466666666666667	-0.12093023255814	chr10:110279293:+_vs_chr10:110279938:+	-0.37984496124031	chr10:110279293:+;chr10:110279938:+;chr10:110285108:+;chr10:110285151:+;chr10:110285432:+;chr10:110286635:+	proximal	TRUE
SRD5A1	24.9080514743394	6.01307666993058e-07	1.04595886284845e-05	1	0	1	chr5:6668632:+_vs_chr5:6669562:+	2	chr5:6668632:+;chr5:6669562:+	distal	TRUE
SCP2	31.5859563929739	6.39783374667916e-07	1.1032090712752e-05	0.76	0.795138888888889	-0.0351388888888887	chr1:53051411:+_vs_chr1:53051590:+	-0.549166666666667	chr1:53051262:+;chr1:53051304:+;chr1:53051411:+;chr1:53051590:+	proximal	TRUE
PTPRZ1	41.3836935949042	6.83224159162635e-07	1.16795992036164e-05	0.478991596638655	0.578692493946731	-0.0997008973080757	chr7:122038883:+_vs_chr7:122062036:+	-0.594882020604852	chr7:121968006:+;chr7:121968063:+;chr7:121972610:+;chr7:122004659:+;chr7:122010588:+;chr7:122038883:+;chr7:122059821:+;chr7:122062036:+	proximal	TRUE
CCDC47	31.3064320987654	7.3267786003932e-07	1.24179503970767e-05	0.586666666666667	0.54320987654321	0.0434567901234568	chr17:63746901:-_vs_chr17:63746592:-	0.751851851851852	chr17:63746366:-;chr17:63746592:-;chr17:63746901:-;chr17:63752325:-	distal	TRUE
NIFK	27.8571428571429	8.93096295147686e-07	1.47136896773762e-05	0.777777777777778	0.285714285714286	0.492063492063492	chr2:121727048:-_vs_chr2:121726975:-	1.34920634920635	chr2:121726975:-;chr2:121727048:-;chr2:121730949:-	distal	TRUE
KPNB1	30.8968276520608	8.93646902236156e-07	1.47136896773762e-05	0.525423728813559	0.392018779342723	0.133404949470836	chr17:47683532:+_vs_chr17:47683635:+	0.37264263547386	chr17:47659989:+;chr17:47682697:+;chr17:47683532:+;chr17:47683635:+	distal	TRUE
HEATR3	24.1238132807364	9.03362553870657e-07	1.47136896773762e-05	0	1	-1	chr16:50072126:+_vs_chr16:50106387:+	-2	chr16:50072126:+;chr16:50106387:+	proximal	TRUE
NOTCH1	24.1238132807364	9.03362553870657e-07	1.47136896773762e-05	0	1	-1	chr9:136521959:-_vs_chr9:136494444:-	-2	chr9:136494444:-;chr9:136521959:-	proximal	TRUE
TMPO	33.5878699568954	9.0522952125058e-07	1.47136896773762e-05	0.732905982905983	0.691489361702128	0.0414166212038553	chr12:98547951:+_vs_chr12:98550312:+	0.437261320240044	chr12:98527918:+;chr12:98535629:+;chr12:98545063:+;chr12:98547951:+;chr12:98550312:+	distal	TRUE
RBBP6	24.0655381944444	9.31118549322296e-07	1.5011447831757e-05	1	0	1	chr16:24549401:+_vs_chr16:24561863:+	2	chr16:24549401:+;chr16:24561863:+	distal	TRUE
ZNF83	27.7200577200577	9.56458094775605e-07	1.52058263340307e-05	0.166666666666667	0.685185185185185	-0.518518518518518	chr19:52650253:-_vs_chr19:52618088:-	-1.12962962962963	chr19:52612377:-;chr19:52618088:-;chr19:52650253:-	proximal	TRUE
SPAG9	35.9802013732041	9.58511493572286e-07	1.52058263340307e-05	0.704761904761905	0.402777777777778	0.301984126984127	chr17:50998508:-_vs_chr17:50966039:-	0.577380952380952	chr17:50965643:-;chr17:50966039:-;chr17:50996659:-;chr17:50998508:-;chr17:51038831:-;chr17:51047431:-	distal	TRUE
FNBP1L	40.5023316936456	1.00864408789891e-06	1.58741367166948e-05	0.461077844311377	0.472754050073638	-0.0116762057622605	chr1:93553107:+_vs_chr1:93554661:+	-0.26939934563862	chr1:93523489:+;chr1:93530804:+;chr1:93530882:+;chr1:93551176:+;chr1:93552595:+;chr1:93552649:+;chr1:93553107:+;chr1:93554661:+	proximal	TRUE
EGLN1	23.8021099033816	1.06765365612411e-06	1.66705291345992e-05	0.782608695652174	0	0.782608695652174	chr1:231366322:-_vs_chr1:231365853:-	1.56521739130435	chr1:231365853:-;chr1:231366322:-	distal	TRUE
SRSF11	35.6351909184727	1.12351479587644e-06	1.7405701876742e-05	0.453164556962025	0.70379746835443	-0.250632911392405	chr1:70229562:+_vs_chr1:70252001:+	-0.430379746835443	chr1:70229562:+;chr1:70237489:+;chr1:70246870:+;chr1:70250436:+;chr1:70251444:+;chr1:70252001:+	proximal	TRUE
HNRNPK	35.5217145107032	1.18373756182666e-06	1.81645492213612e-05	0.457739130434783	0.436470588235294	0.0212685421994885	chr9:83968909:-_vs_chr9:83968344:-	0.201739130434783	chr9:83968083:-;chr9:83968178:-;chr9:83968344:-;chr9:83968909:-;chr9:83974537:-;chr9:83978257:-	distal	TRUE
NSD3	27.2794178794179	1.19220152417103e-06	1.81645492213612e-05	0.810810810810811	0.25	0.560810810810811	chr8:38347703:-_vs_chr8:38331432:-	1.12162162162162	chr8:38331432:-;chr8:38338548:-;chr8:38347703:-	distal	TRUE
ZC3H13	32.9795629997243	1.20604432841639e-06	1.81645492213612e-05	0.488461538461539	0.65	-0.161538461538462	chr13:45969660:-_vs_chr13:45954469:-	-0.682051282051282	chr13:45954469:-;chr13:45969660:-;chr13:45970362:-;chr13:46003306:-;chr13:46020488:-	proximal	TRUE
FAM104A	27.2368421052632	1.21785304016935e-06	1.81645492213612e-05	0.333333333333333	0.5	-0.166666666666667	chr17:73207797:-_vs_chr17:73207365:-	-1.16666666666667	chr17:73207365:-;chr17:73207797:-;chr17:73209120:-	proximal	TRUE
SRP54	27.2268131868132	1.22397525154248e-06	1.81645492213612e-05	0.4875	0.923076923076923	-0.435576923076923	chr14:35011565:+_vs_chr14:35029567:+	-1.07307692307692	chr14:35007332:+;chr14:35011565:+;chr14:35029567:+	proximal	TRUE
RBM17	30.2419031482008	1.22745819246717e-06	1.81645492213612e-05	0.390804597701149	0.63953488372093	-0.248730286019781	chr10:6105097:+_vs_chr10:6116832:+	-0.623897353648757	chr10:6105097:+;chr10:6115628:+;chr10:6116542:+;chr10:6116832:+	proximal	TRUE
FAM98B	27.1066773504274	1.29974992782347e-06	1.90918822731403e-05	0.15625	0.666666666666667	-0.510416666666667	chr15:38470284:+_vs_chr15:38486216:+	-1.02083333333333	chr15:38470284:+;chr15:38484919:+;chr15:38486216:+	proximal	TRUE
HDAC2	29.9094927899665	1.44189711596414e-06	2.10241322129182e-05	0.361581920903955	0.438461538461538	-0.0768796175575836	chr6:113943369:-_vs_chr6:113940768:-	-0.263407214254672	chr6:113940717:-;chr6:113940768:-;chr6:113941015:-;chr6:113943369:-	proximal	TRUE
DNAJB6	32.5615819369493	1.46860816458862e-06	2.12572991998485e-05	0.732993197278912	0.578125	0.154868197278912	chr7:157386284:+_vs_chr7:157417435:+	0.449829931972789	chr7:157363212:+;chr7:157366536:+;chr7:157384995:+;chr7:157386284:+;chr7:157417435:+	distal	TRUE
RAB8B	23.1430609225939	1.50384910670794e-06	2.16096578159554e-05	1	0	1	chr15:63261373:+_vs_chr15:63266047:+	2	chr15:63261373:+;chr15:63266047:+	distal	TRUE
JAM2	29.7856632531555	1.53100872514164e-06	2.17628228270684e-05	0.403508771929825	0.5	-0.0964912280701755	chr21:25714900:+_vs_chr21:25715266:+	-0.912280701754386	chr21:25714736:+;chr21:25714900:+;chr21:25715266:+;chr21:25717224:+	proximal	TRUE
NOP56	34.9544743656311	1.53645748653029e-06	2.17628228270684e-05	0.568141592920354	0.5248	0.0433415929203541	chr20:2657155:+_vs_chr20:2657960:+	0.362336283185841	chr20:2657155:+;chr20:2657960:+;chr20:2658039:+;chr20:2658201:+;chr20:2658266:+;chr20:2658391:+	distal	TRUE
CHAMP1	23.0759483874271	1.55726561184758e-06	2.19011184985372e-05	1	0.346153846153846	0.653846153846154	chr13:114326235:+_vs_chr13:114327309:+	1.30769230769231	chr13:114326235:+;chr13:114327309:+	distal	TRUE
RAB8A	22.96875	1.64656339704732e-06	2.29939099742595e-05	1	0.333333333333333	0.666666666666667	chr19:16133539:+_vs_chr19:16133635:+	1.33333333333333	chr19:16133539:+;chr19:16133635:+	distal	TRUE
CHD4	34.6933200727844	1.73227203153951e-06	2.40216464233766e-05	0.548571428571429	0.57	-0.0214285714285715	chr12:6587841:-_vs_chr12:6578456:-	0.407142857142857	chr12:6570082:-;chr12:6578456:-;chr12:6581354:-;chr12:6587841:-;chr12:6600535:-;chr12:6602431:-	distal	TRUE
SUB1	32.1273461892501	1.80180562429933e-06	2.46458562851944e-05	0.2953125	0.456967213114754	-0.161654713114754	chr5:32601333:+_vs_chr5:32601957:+	-0.377151639344262	chr5:32601254:+;chr5:32601333:+;chr5:32601448:+;chr5:32601957:+;chr5:32604067:+	proximal	TRUE
PDCD6IP	26.4433896412118	1.81088511101023e-06	2.46458562851944e-05	0.7	0.302631578947368	0.397368421052632	chr3:33866775:+_vs_chr3:33867006:+	0.910526315789474	chr3:33827018:+;chr3:33866775:+;chr3:33867006:+	distal	TRUE
ZFAND3	29.4346946670351	1.8145713654253e-06	2.46458562851944e-05	0.549019607843137	0.631205673758865	-0.0821860659157281	chr6:38152627:+_vs_chr6:38154624:+	-0.954943679599499	chr6:38082442:+;chr6:38106936:+;chr6:38152627:+;chr6:38154624:+	proximal	TRUE
MTSS1	22.6578613693998	1.93566626657777e-06	2.61117429022022e-05	0.75	0	0.75	chr8:124568455:-_vs_chr8:124552902:-	1.5	chr8:124552902:-;chr8:124568455:-	distal	TRUE
AKAP11	22.5619247205786	2.03477570759094e-06	2.71887304948147e-05	0.846153846153846	0.0666666666666667	0.779487179487179	chr13:42300372:+_vs_chr13:42303017:+	1.55897435897436	chr13:42300372:+;chr13:42303017:+	distal	TRUE
ITFG1	26.202255626269	2.04292528680151e-06	2.71887304948147e-05	0.436170212765957	0.779069767441861	-0.342899554675903	chr16:47218142:-_vs_chr16:47154387:-	-0.685799109351806	chr16:47154387:-;chr16:47155394:-;chr16:47218142:-	proximal	TRUE
VIM	26.164764089929	2.08158268995202e-06	2.75185231611657e-05	0.83695652173913	0.93986013986014	-0.102903618121009	chr10:17237341:+_vs_chr10:17237590:+	-0.446579507449073	chr10:17237274:+;chr10:17237341:+;chr10:17237590:+	proximal	TRUE
GNL2	22.4867238444226	2.11601015199067e-06	2.77883982211755e-05	0.807692307692308	0.208333333333333	0.599358974358974	chr1:37568302:-_vs_chr1:37566822:-	1.19871794871795	chr1:37566822:-;chr1:37568302:-	distal	TRUE
COPZ1	22.2720866107494	2.36621344503775e-06	3.08697451415122e-05	0.77027027027027	0.376623376623377	0.393646893646894	chr12:54350877:+_vs_chr12:54351846:+	0.787293787293787	chr12:54350877:+;chr12:54351846:+	distal	TRUE
CIAPIN1	25.8775127220015	2.40308708680076e-06	3.11458934191235e-05	0.670454545454545	0.415254237288136	0.25520030816641	chr16:57441844:-_vs_chr16:57428189:-	0.51040061633282	chr16:57428189:-;chr16:57428552:-;chr16:57441844:-	distal	TRUE
RGMA	22.2133867276888	2.439668447345e-06	3.1414691760293e-05	0.263157894736842	1	-0.736842105263158	chr15:93043565:-_vs_chr15:93043416:-	-1.47368421052632	chr15:93043416:-;chr15:93043565:-	proximal	TRUE
ACADM	28.7824385564373	2.48798566561878e-06	3.18301649994971e-05	0.397163120567376	0.764705882352941	-0.367542761785565	chr1:75734828:+_vs_chr1:75763497:+	-0.787859824780976	chr1:75734828:+;chr1:75740048:+;chr1:75762780:+;chr1:75763497:+	proximal	TRUE
SNRPD1	28.7685470860742	2.504760243711e-06	3.18393561748648e-05	0.350877192982456	0.473389355742297	-0.122512162759841	chr18:21629235:+_vs_chr18:21630223:+	-0.482706766917293	chr18:21623930:+;chr18:21629235:+;chr18:21630223:+;chr18:21633520:+	proximal	TRUE
ZNF800	22.0644260789715	2.63650744959043e-06	3.33006004620244e-05	1	0	1	chr7:127374569:-_vs_chr7:127371656:-	2	chr7:127371656:-;chr7:127374569:-	distal	TRUE
TRAK1	22.0217843716434	2.69573418641327e-06	3.38331702003641e-05	0.857142857142857	0	0.857142857142857	chr3:42224714:+_vs_chr3:42225774:+	1.71428571428571	chr3:42224714:+;chr3:42225774:+	distal	TRUE
PWP1	25.6344146344146	2.71367346938496e-06	3.38441162879897e-05	0.102564102564103	0.513513513513514	-0.410949410949411	chr12:107697588:+_vs_chr12:107713162:+	-0.821898821898822	chr12:107697588:+;chr12:107712468:+;chr12:107713162:+	proximal	TRUE
PPP2CA	31.2228938327663	2.75703457446248e-06	3.41035922879952e-05	0.426339285714286	0.339583333333333	0.0867559523809524	chr5:134197624:-_vs_chr5:134196964:-	0.25952380952381	chr5:134196719:-;chr5:134196964:-;chr5:134197025:-;chr5:134197097:-;chr5:134197624:-	distal	TRUE
FXR1	25.5941391941392	2.76887461339749e-06	3.41035922879952e-05	0.358974358974359	0.693877551020408	-0.334903192046049	chr3:180975402:+_vs_chr3:180976255:+	-0.812140240711669	chr3:180957913:+;chr3:180975402:+;chr3:180976255:+	proximal	TRUE
DNAJC19	21.742946708464	3.11733853674717e-06	3.80575646030708e-05	1	0.266666666666667	0.733333333333333	chr3:180984042:-_vs_chr3:180983709:-	1.46666666666667	chr3:180983709:-;chr3:180984042:-	distal	TRUE
SOD1	21.7362237943792	3.12828191139714e-06	3.80575646030708e-05	0.309859154929577	0.63594470046083	-0.326085545531252	chr21:31668677:+_vs_chr21:31668926:+	-0.652171091062504	chr21:31668677:+;chr21:31668926:+	proximal	TRUE
SRSF4	28.1263196480938	3.41691770440194e-06	4.13155354135918e-05	0.32258064516129	0.624242424242424	-0.301661779081134	chr1:29149156:-_vs_chr1:29147743:-	-0.61524926686217	chr1:29147743:-;chr1:29147837:-;chr1:29149009:-;chr1:29149156:-	proximal	TRUE
ME2	25.0981233148858	3.54823004584831e-06	4.26432738237406e-05	0.689655172413793	0.322222222222222	0.367432950191571	chr18:50947848:+_vs_chr18:50947890:+	0.867432950191571	chr18:50912833:+;chr18:50947848:+;chr18:50947890:+	distal	TRUE
METTL17	21.4023185425685	3.72320677868815e-06	4.44766207357747e-05	0.52	1	-0.48	chr14:20993424:+_vs_chr14:20997019:+	-0.96	chr14:20993424:+;chr14:20997019:+	proximal	TRUE
PRPF38A	21.3159592078961	3.89475512164561e-06	4.60295522039397e-05	0.739130434782609	0.0416666666666667	0.697463768115942	chr1:52417021:+_vs_chr1:52418179:+	1.39492753623188	chr1:52417021:+;chr1:52418179:+	distal	TRUE
MRPL47	27.8528985507246	3.89962923361667e-06	4.60295522039397e-05	0.392592592592593	0.666666666666667	-0.274074074074074	chr3:179601755:-_vs_chr3:179588465:-	-0.724444444444444	chr3:179588465:-;chr3:179588831:-;chr3:179588928:-;chr3:179601755:-	proximal	TRUE
MATR3	41.4250059661629	4.18518746581703e-06	4.91078505604447e-05	0.327199811276244	0.365900383141762	-0.038700571865518	chr5:139322957:+_vs_chr5:139329704:+	-0.148125777875393	chr5:139317713:+;chr5:139319032:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139325594:+;chr5:139329379:+;chr5:139329429:+;chr5:139329704:+;chr5:139330395:+	proximal	FALSE
WDR1	24.7509094304388	4.22093151881722e-06	4.91451144014717e-05	0.128205128205128	0.546153846153846	-0.417948717948718	chr4:10075152:-_vs_chr4:10074339:-	-0.835897435897436	chr4:10074339:-;chr4:10074480:-;chr4:10075152:-	proximal	TRUE
RMND5A	21.1541029750164	4.23792968363675e-06	4.91451144014717e-05	0	1	-1	chr2:86774203:+_vs_chr2:86774768:+	-2	chr2:86774203:+;chr2:86774768:+	proximal	TRUE
FDFT1	24.6577672187971	4.42215418071683e-06	5.09833240718691e-05	0.542307692307692	0.556379821958457	-0.0140721296507647	chr8:11838962:+_vs_chr8:11839298:+	-0.32109107509701	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	proximal	TRUE
LSAMP	21.060883057249	4.4491860879772e-06	5.09984740604554e-05	0.6875	0.0943396226415094	0.593160377358491	chr3:115810276:-_vs_chr3:115810149:-	1.18632075471698	chr3:115810149:-;chr3:115810276:-	distal	TRUE
TFDP2	24.6028265107212	4.54531622925847e-06	5.16154833864033e-05	0.277777777777778	0.868421052631579	-0.590643274853801	chr3:142025137:-_vs_chr3:141950956:-	-1.1812865497076	chr3:141950956:-;chr3:141951641:-;chr3:142025137:-	proximal	TRUE
PCMTD2	27.5313254830918	4.55507291609711e-06	5.16154833864033e-05	0.755555555555556	0.441666666666667	0.313888888888889	chr20:64273968:+_vs_chr20:64274907:+	0.6	chr20:64273284:+;chr20:64273968:+;chr20:64274907:+;chr20:64275653:+	distal	TRUE
EPRS1	27.4974327997584	4.63025756456241e-06	5.21693224461777e-05	0.488372093023256	0.350877192982456	0.1374949000408	chr1:219987267:-_vs_chr1:219968600:-	0.66156670746634	chr1:219968600:-;chr1:219987267:-;chr1:220007209:-;chr1:220025148:-	distal	TRUE
TM9SF4	24.5	4.78511739212901e-06	5.34462104728665e-05	0.642857142857143	0.6	0.0428571428571428	chr20:32156302:+_vs_chr20:32165527:+	1.02857142857143	chr20:32156302:+;chr20:32165527:+;chr20:32167255:+	distal	TRUE
UBXN2A	27.4239726991275	4.79749140906215e-06	5.34462104728665e-05	0.56140350877193	0.522727272727273	0.0386762360446571	chr2:24000568:+_vs_chr2:24000811:+	-0.934210526315789	chr2:23982967:+;chr2:23984726:+;chr2:24000568:+;chr2:24000811:+	proximal	TRUE
HADHA	27.4009726006736	4.85108011605407e-06	5.3741295363884e-05	0.53551912568306	0.50179211469534	0.0337270109877197	chr2:26190869:-_vs_chr2:26190642:-	0.447382337387626	chr2:26190642:-;chr2:26190869:-;chr2:26214494:-;chr2:26232234:-	distal	TRUE
TOB1	24.4523658246012	4.90045297961736e-06	5.39866569921179e-05	0.191176470588235	0.617283950617284	-0.426107480029049	chr17:50862969:-_vs_chr17:50862223:-	-0.852214960058097	chr17:50862223:-;chr17:50862845:-;chr17:50862969:-	proximal	TRUE
ZNF718	24.297213622291	5.29574541778193e-06	5.80191334997876e-05	0.368421052631579	0.647058823529412	-0.278637770897833	chr4:132269:+_vs_chr4:133027:+	-1.3374613003096	chr4:132269:+;chr4:133027:+;chr4:161165:+	proximal	TRUE
KIFBP	20.5015037046287	5.95844233311025e-06	6.49208304755913e-05	0.136363636363636	0.821428571428571	-0.685064935064935	chr10:69016434:+_vs_chr10:69016982:+	-1.37012987012987	chr10:69016434:+;chr10:69016982:+	proximal	TRUE
MSMO1	26.7710849389997	6.57512291393129e-06	7.12484630509603e-05	0.652777777777778	0.593317033414833	0.0594607443629449	chr4:165343070:+_vs_chr4:165343164:+	0.381336593317033	chr4:165341915:+;chr4:165342063:+;chr4:165343070:+;chr4:165343164:+	distal	TRUE
TMED4	26.7155347810202	6.7537633987346e-06	7.27864827157104e-05	0.435294117647059	0.427536231884058	0.0077578857630009	chr7:44579380:-_vs_chr7:44578310:-	-0.434143222506394	chr7:44577894:-;chr7:44578310:-;chr7:44579380:-;chr7:44579904:-	proximal	TRUE
ZNF449	20.1666666666667	7.09790833090828e-06	7.6081903892925e-05	1	0	1	chrX:135361560:+_vs_chrX:135363145:+	2	chrX:135361560:+;chrX:135363145:+	distal	TRUE
C4orf3	23.6095505850334	7.46880688457506e-06	7.96271185597438e-05	0.484848484848485	0.146739130434783	0.338109354413702	chr4:119298488:-_vs_chr4:119297455:-	0.678524374176548	chr4:119297054:-;chr4:119297455:-;chr4:119298488:-	distal	TRUE
