gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
SEPTIN2	1.65423596816262e-13	TSS16-PA01	chr2:241350087:+|chr2:241352555:+	57.3544264695787	chr2:241354027:+	chr2:241352555:+	TUTR	4.57206904935549e-12	TRUE	chr2:241315270:+;chr2:241315355:+;chr2:241315447:+;chr2:241315861:+;chr2:241316165:+;chr2:241324216:+;chr2:241335946:+;chr2:241337476:+;chr2:241337720:+;chr2:241350087:+	chr2:241354027:+;chr2:241352555:+
CADM2	8.59154676978267e-13	TSS01-PA01	chr3:84958989:+|chr3:85042548:+	35.5263157894737	chr3:86068801:+	chr3:85042548:+	ALE	2.34631051070017e-11	TRUE	chr3:84958989:+;chr3:85726482:+	chr3:85042548:+;chr3:86068801:+
AP2A2	1.53972173076409e-12	TSS27-PA02	chr11:1008081:+|chr11:1012240:+	38.2421324320689	chr11:1010921:+	chr11:1012240:+	TUTR	4.15543723573272e-11	TRUE	chr11:925809:+;chr11:925870:+;chr11:1008081:+	chr11:1010921:+;chr11:1012240:+
ZEB2	2.40444587438324e-12	TSS13-PA02	chr2:144516164:-|chr2:144511389:-	30.7781818181818	chr2:144388016:-	chr2:144511389:-	ALE	6.41371957655251e-11	TRUE	chr2:144516164:-;chr2:144517419:-;chr2:144517506:-;chr2:144517632:-;chr2:144518406:-;chr2:144520102:-;chr2:144520332:-	chr2:144511389:-;chr2:144388016:-
ACTR3C	3.09881913872183e-12	TSS01-PA01	chr7:150047715:-|chr7:149887178:-	23.1132075471698	chr7:150247212:-	chr7:149887178:-	ALE	8.17090931520445e-11	TRUE	chr7:150047715:-;chr7:150323545:-;chr7:150323669:-	chr7:149887178:-;chr7:150247212:-
TMSB15B	4.11014191881185e-12	TSS04-PA01	chrX:104076194:-|chrX:103930785:+	14.0192307692308	chrX:103965976:+	chrX:103930785:+	ALE	1.05940062491622e-10	TRUE	chrX:103962627:+;chrX:104076194:-	chrX:103965976:+;chrX:103930785:+;chrX:104072887:-
TMSB15B	4.11014191881185e-12	TSS04-PA01	chrX:104076194:-|chrX:104072887:-	14.0192307692308	chrX:103965976:+	chrX:103930785:+	ALE	1.05940062491622e-10	TRUE	chrX:103962627:+;chrX:104076194:-	chrX:103965976:+;chrX:103930785:+;chrX:104072887:-
LGI4	7.38522339009924e-12	TSS07-PA01	chr19:35142451:-|chr19:35124513:-	10.1499710000829	chr19:35131200:-	chr19:35124513:-	ALE	1.88241138409863e-10	TRUE	chr19:35133741:-;chr19:35134628:-;chr19:35134863:-;chr19:35135059:-;chr19:35142451:-	chr19:35124513:-;chr19:35131200:-
ZBTB8OS	7.70627670157232e-12	TSS05-PA01	chr1:32650903:-|chr1:32620820:-	8.6580478191533	chr1:32621830:-	chr1:32620820:-	TUTR	1.94265920367109e-10	TRUE	chr1:32634061:-;chr1:32650525:-;chr1:32650903:-	chr1:32621830:-;chr1:32620820:-
ATG13	7.96555190474162e-12	TSS12-PA02	chr11:46667872:+|chr11:46674513:+	14.1026280558789	chr11:46673036:+	chr11:46674513:+	TUTR	1.98619305103014e-10	TRUE	chr11:46617276:+;chr11:46617527:+;chr11:46617791:+;chr11:46648727:+;chr11:46667872:+;chr11:46672795:+	chr11:46673036:+;chr11:46674513:+
TLL2	8.42346375446862e-12	TSS01-PA01	chr10:96375361:-|chr10:96364607:-	34.5882352941177	chr10:96395198:-	chr10:96428126:-	ALE	2.07778772610226e-10	TRUE	chr10:96375361:-;chr10:96513918:-	chr10:96364607:-;chr10:96395198:-;chr10:96428126:-
PCBP2	1.51220886429029e-11	TSS08-PA01	chr12:53461015:+|chr12:53479612:+	28.8175743325369	chr12:53479795:+	chr12:53479612:+	TUTR	3.69043312200204e-10	TRUE	chr12:53452102:+;chr12:53452368:+;chr12:53454734:+;chr12:53455909:+;chr12:53459385:+;chr12:53461015:+;chr12:53461136:+;chr12:53462514:+	chr12:53479795:+;chr12:53479612:+
EIF4A1	2.48661120157564e-11	TSS09-PA01	chr17:7576532:+|chr17:7578627:+	26.6249060388062	chr17:7579001:+	chr17:7578627:+	TUTR	6.00451168043635e-10	TRUE	chr17:7572824:+;chr17:7573316:+;chr17:7574259:+;chr17:7575188:+;chr17:7576532:+	chr17:7578627:+;chr17:7579001:+
CSNK1D	3.35637347069624e-11	TSS08-PA01	chr17:82252527:-|chr17:82242672:-	10.4536746778126	chr17:82244362:-	chr17:82242672:-	TUTR	8.02033410601788e-10	TRUE	chr17:82248980:-;chr17:82252527:-;chr17:82255516:-;chr17:82273369:-;chr17:82273697:-	chr17:82242672:-;chr17:82244362:-
CSNK1E	3.54179837599702e-11	TSS01-PA01	chr22:38294459:-|chr22:38290691:-	16.0093129019176	chr22:38291883:-	chr22:38290691:-	TUTR	8.37617059230636e-10	TRUE	chr22:38294459:-;chr22:38294527:-;chr22:38300025:-;chr22:38300763:-;chr22:38302990:-;chr22:38316973:-;chr22:38317411:-	chr22:38290691:-;chr22:38291883:-
CREB5	3.74841687816012e-11	TSS09-PA02	chr7:28686133:+|chr7:28725674:+	16.1888680425266	chr7:28410758:+	chr7:28725674:+	ALE	8.77435542704012e-10	TRUE	chr7:28409335:+;chr7:28686133:+	chr7:28410758:+;chr7:28725674:+
SNORC	4.87989493397718e-11	TSS09-PA03	chr2:232876521:+|chr2:232878695:+	38.234533984534	chr2:232876401:+	chr2:232878695:+	TUTR	1.13075545237815e-09	TRUE	chr2:232870086:+;chr2:232870264:+;chr2:232875428:+;chr2:232875610:+;chr2:232875799:+;chr2:232876521:+	chr2:232876401:+;chr2:232877803:+;chr2:232878695:+
POLR1D	8.34125106587535e-11	TSS01-PA01	chr13:27620742:+|chr13:27623449:+	19.1664257840728	chr13:27667411:+	chr13:27623449:+	ALE	1.9134829945118e-09	TRUE	chr13:27620742:+;chr13:27620919:+;chr13:27621779:+;chr13:27621870:+	chr13:27623449:+;chr13:27666253:+;chr13:27666327:+;chr13:27667411:+
CFAP46	8.86145468569366e-11	TSS07-PA02	chr10:132942543:-|chr10:132937115:-	13.5869565217391	chr10:132808392:-	chr10:132937115:-	ALE	2.01269079692884e-09	TRUE	chr10:132837077:-;chr10:132942543:-	chr10:132808392:-;chr10:132937115:-
MIR100HG	2.4137136662168e-10	TSS06-PA01	chr11:122100438:-|chr11:122028325:-	9.63913119622417	chr11:122089103:-	chr11:122028325:-	ALE	5.42848936304052e-09	TRUE	chr11:122100438:-;chr11:122100793:-;chr11:122101686:-;chr11:122102121:-;chr11:122203003:-;chr11:122203087:-	chr11:122028325:-;chr11:122089103:-
PCGF5	2.71876720482769e-10	TSS01-PA03	chr10:91163012:+|chr10:91284264:+	8.49736263736264	chr10:91227942:+	chr10:91280984:+	ALE	6.05519608531526e-09	TRUE	chr10:91163012:+;chr10:91220602:+;chr10:91220663:+;chr10:91220783:+	chr10:91227942:+;chr10:91280984:+;chr10:91284264:+
ST13	2.9170480263538e-10	TSS02-PA05	chr22:40844890:-|chr22:40826501:-	34.9502407705747	chr22:40826130:-	chr22:40825143:-	TUTR	6.43433478120733e-09	TRUE	chr22:40844890:-;chr22:40856616:-	chr22:40826130:-;chr22:40826501:-;chr22:40824595:-;chr22:40824779:-;chr22:40825143:-
TAF1D	3.26345593167174e-10	TSS10-PA05	chr11:93741476:-|chr11:93738281:-	19.0755305485903	chr11:93735929:-	chr11:93730281:-	ALE	7.12987419738569e-09	TRUE	chr11:93736239:-;chr11:93738292:-;chr11:93741476:-	chr11:93735929:-;chr11:93730202:-;chr11:93730281:-;chr11:93736084:-;chr11:93738281:-
MAPKAP1	4.12277865632487e-10	TSS04-PA02	chr9:125506366:-|chr9:125438472:-	22.9027871342712	chr9:125437396:-	chr9:125438472:-	TUTR	8.9223153184993e-09	TRUE	chr9:125506366:-;chr9:125585627:-;chr9:125707177:-	chr9:125437396:-;chr9:125438472:-
INPP5F	4.66040374789914e-10	TSS01-PA01	chr10:119726042:+|chr10:119792202:+	21.9352675693101	chr10:119829151:+	chr10:119792202:+	ALE	9.99155719409404e-09	TRUE	chr10:119726042:+;chr10:119818686:+;chr10:119819257:+	chr10:119792202:+;chr10:119829151:+
COQ4	7.15732280009713e-10	TSS01-PA01	chr9:128322544:+|chr9:128323584:+	15.2773238230059	chr9:128323584:+	chr9:128334072:+	ALE	1.52026837994656e-08	TRUE	chr9:128322544:+;chr9:128322839:+	chr9:128323584:+;chr9:128334072:+
NISCH	7.27965657725708e-10	TSS11-PA02	chr3:52489573:+|chr3:52493063:+	15.0459222470415	chr3:52493063:+	chr3:52481906:+	ALE	1.5320671732319e-08	TRUE	chr3:52455604:+;chr3:52485785:+;chr3:52489573:+	chr3:52481906:+;chr3:52493063:+
CTNNA1	1.06244598012079e-09	TSS20-PA01	chr5:138886229:+|chr5:138934712:+	9.09221010133458	chr5:138935032:+	chr5:138934712:+	TUTR	2.21372243353567e-08	TRUE	chr5:138753386:+;chr5:138781923:+;chr5:138824677:+;chr5:138827627:+;chr5:138875230:+;chr5:138875399:+;chr5:138875653:+;chr5:138886229:+;chr5:138904399:+;chr5:138924589:+;chr5:138930638:+	chr5:138934712:+;chr5:138935032:+
LARP6	1.07115601622694e-09	TSS01-PA02	chr15:70853458:-|chr15:70851446:-	31.2190920068927	chr15:70831550:-	chr15:70851446:-	ALE	2.21372243353567e-08	TRUE	chr15:70853458:-;chr15:70854008:-;chr15:70854121:-	chr15:70851446:-;chr15:70831550:-
DDX54	2.89252820806795e-09	TSS01-PA01	chr12:113161456:-|chr12:113157176:-	18.8614955107467	chr12:113158496:-	chr12:113157176:-	TUTR	5.92451759759632e-08	TRUE	chr12:113161456:-;chr12:113165872:-;chr12:113185440:-	chr12:113157176:-;chr12:113158496:-
MACF1	3.39826781949507e-09	TSS44-PA03	chr1:39468593:+|chr1:39486985:+	23.0769230769231	chr1:39104378:+	chr1:39486985:+	ALE	6.89878440524044e-08	TRUE	chr1:39081316:+;chr1:39081417:+;chr1:39468593:+	chr1:39104378:+;chr1:39486985:+
TBXAS1	4.89600627391711e-09	TSS04-PA01	chr7:139778242:+|chr7:139797486:+	30.8571428571429	chr7:140020293:+	chr7:139797486:+	ALE	9.82843946860787e-08	TRUE	chr7:139778242:+;chr7:139829247:+	chr7:139797486:+;chr7:140020293:+
ANKHD1	4.92707296813385e-09	TSS13-PA02	chr5:140529630:+|chr5:140539853:+	20.1025641025641	chr5:140472474:+	chr5:140539853:+	ALE	9.82843946860787e-08	TRUE	chr5:140401814:+;chr5:140529630:+	chr5:140472474:+;chr5:140539853:+
PRKACB	8.082966648687e-09	TSS13-PA01	chr1:84181632:+|chr1:84205297:+	15.1662118359102	chr1:84238498:+	chr1:84205297:+	ALE	1.59847633552483e-07	TRUE	chr1:84077975:+;chr1:84078062:+;chr1:84078144:+;chr1:84144322:+;chr1:84164184:+;chr1:84164305:+;chr1:84164382:+;chr1:84164640:+;chr1:84164904:+;chr1:84164966:+;chr1:84181632:+	chr1:84238498:+;chr1:84205297:+
ACOX3	9.54371995825854e-09	TSS06-PA04	chr4:8440723:-|chr4:8429221:-	25.2601997629931	chr4:8366351:-	chr4:8366606:-	TUTR	1.8712216738671e-07	TRUE	chr4:8428448:-;chr4:8440723:-	chr4:8366351:-;chr4:8366606:-;chr4:8366712:-;chr4:8429221:-
SLC25A35	1.52299797447126e-08	TSS01-PA01	chr17:8289035:-|chr17:8287763:-	18.7777777777778	chr17:8290061:-	chr17:8287763:-	ALE	2.9608113164721e-07	TRUE	chr17:8289035:-;chr17:8295343:-;chr17:8295400:-	chr17:8287763:-;chr17:8290061:-
ANKRD10	1.99949059604391e-08	TSS01-PA02	chr13:110893082:-|chr13:110892710:-	17.6402027027027	chr13:110878540:-	chr13:110892710:-	ALE	3.85448019102919e-07	TRUE	chr13:110893082:-;chr13:110914617:-;chr13:110914803:-;chr13:110915006:-	chr13:110892710:-;chr13:110878540:-
PNPO	4.22683545992711e-08	TSS03-PA02	chr17:47941761:+|chr17:47949308:+	8.31295615110644	chr17:47949308:+	chr17:47948275:+	TUTR	8.08030045422733e-07	TRUE	chr17:47941506:+;chr17:47941706:+;chr17:47941761:+;chr17:47941996:+	chr17:47948275:+;chr17:47949308:+
LINC01128	4.43464442775092e-08	TSS04-PA01	chr1:827771:+|chr1:842001:+	12.8395721925134	chr1:854387:+	chr1:854096:+	ALE	8.40749943575257e-07	TRUE	chr1:827591:+;chr1:827771:+	chr1:854096:+;chr1:854387:+;chr1:859446:+;chr1:842001:+;chr1:843592:+
SMAD2	4.51238531193782e-08	TSS05-PA01	chr18:47930362:-|chr18:47840255:-	15.4499178981938	chr18:47841243:-	chr18:47840255:-	TUTR	8.48476385703719e-07	TRUE	chr18:47930362:-;chr18:47930599:-;chr18:47930659:-;chr18:47930837:-;chr18:47931141:-	chr18:47840255:-;chr18:47841243:-;chr18:47841392:-;chr18:47841595:-
GAS7	4.67197586446859e-08	TSS09-PA04	chr17:10036657:-|chr17:9915546:-	13.0081300813008	chr17:9914042:-	chr17:9915546:-	TUTR	8.66227242250564e-07	TRUE	chr17:9959462:-;chr17:10026285:-;chr17:10036657:-	chr17:9914042:-;chr17:9915546:-;chr17:9910670:-;chr17:9916948:-
MAPRE2	4.68230941757062e-08	TSS02-PA01	chr18:34977051:+|chr18:35141860:+	7.992004312185	chr18:35141860:+	chr18:35143470:+	TUTR	8.66227242250564e-07	TRUE	chr18:34977051:+;chr18:34978426:+;chr18:35041404:+;chr18:35041490:+	chr18:35141860:+;chr18:35143099:+;chr18:35143470:+
SEMA4D	5.05320374031457e-08	TSS19-PA03	chr9:89498113:-|chr9:89377235:-	11.3940305118813	chr9:89361599:-	chr9:89377235:-	ALE	9.27363950422529e-07	TRUE	chr9:89388726:-;chr9:89436463:-;chr9:89436578:-;chr9:89479890:-;chr9:89498038:-;chr9:89498113:-	chr9:89361599:-;chr9:89361533:-;chr9:89377235:-;chr9:89377391:-
CLASP2	6.8976723297236e-08	TSS09-PA03	chr3:33645274:-|chr3:33602443:-	10.5875	chr3:33496991:-	chr3:33602443:-	ALE	1.2558143114592e-06	TRUE	chr3:33645274:-;chr3:33645458:-;chr3:33659105:-;chr3:33659602:-;chr3:33718213:-	chr3:33602443:-;chr3:33496245:-;chr3:33496991:-
PTPN18	7.49162285139248e-08	TSS11-PA03	chr2:130372608:+|chr2:130375405:+	10.3265508684864	chr2:130370420:+	chr2:130375405:+	ALE	1.35321124575546e-06	TRUE	chr2:130356045:+;chr2:130370310:+;chr2:130372608:+	chr2:130370420:+;chr2:130375405:+
CBLN2	7.93369551363214e-08	TSS07-PA02	chr18:72638517:-|chr18:72544044:-	14.9596168582376	chr18:72536697:-	chr18:72544044:-	ALE	1.42186699283376e-06	TRUE	chr18:72543229:-;chr18:72543554:-;chr18:72544342:-;chr18:72638455:-;chr18:72638517:-	chr18:72536697:-;chr18:72544044:-
ADARB2	8.21957567724974e-08	TSS03-PA03	chr10:1200360:-|chr10:1198759:-	17.5248470649486	chr10:1182133:-	chr10:1181343:-	TUTR	1.46168268245046e-06	TRUE	chr10:1188246:-;chr10:1200360:-;chr10:1240530:-	chr10:1181343:-;chr10:1182133:-;chr10:1198759:-
ZNF548	1.12535174719259e-07	TSS02-PA02	chr19:57389965:+|chr19:57399938:+	16.53125	chr19:57401137:+	chr19:57401415:+	TUTR	1.98581300619985e-06	TRUE	chr19:57389850:+;chr19:57389965:+	chr19:57401137:+;chr19:57401415:+;chr19:57399938:+
GNAI1	1.1502629968223e-07	TSS04-PA01	chr7:80133830:+|chr7:80218039:+	9.37472114932974	chr7:80219408:+	chr7:80218039:+	TUTR	2.01427733947355e-06	TRUE	chr7:80133830:+;chr7:80134377:+;chr7:80134802:+;chr7:80135015:+;chr7:80135079:+;chr7:80135289:+	chr7:80218039:+;chr7:80218199:+;chr7:80219408:+
FAM184A	1.2937394003461e-07	TSS09-PA05	chr6:119149141:-|chr6:119095550:-	12.5	chr6:118959830:-	chr6:119095550:-	ALE	2.24836226090452e-06	TRUE	chr6:119078647:-;chr6:119149141:-	chr6:118959830:-;chr6:119095550:-
WWP2	1.41668783946167e-07	TSS01-PA01	chr16:69762328:+|chr16:69910254:+	6.40547792359598	chr16:69941739:+	chr16:69910254:+	ALE	2.44352022836471e-06	TRUE	chr16:69762328:+;chr16:69924990:+;chr16:69930166:+	chr16:69910254:+;chr16:69941739:+
PTP4A3	1.53706958466983e-07	TSS07-PA02	chr8:141422018:+|chr8:141432454:+	20.8918730457875	chr8:141431520:+	chr8:141432454:+	TUTR	2.63137136360642e-06	TRUE	chr8:141391995:+;chr8:141416142:+;chr8:141417909:+;chr8:141421388:+;chr8:141422018:+	chr8:141431520:+;chr8:141432454:+
CTBP2	1.82098861158656e-07	TSS03-PA04	chr10:125006013:-|chr10:124989133:-	18.1648284313725	chr10:124988330:-	chr10:124988833:-	TUTR	3.09433175924412e-06	TRUE	chr10:125006013:-;chr10:125158716:-;chr10:125158777:-;chr10:125159957:-;chr10:125160499:-;chr10:125161026:-	chr10:124988330:-;chr10:124988833:-;chr10:124989133:-
MRTFB	1.85539136261598e-07	TSS06-PA06	chr16:14186686:+|chr16:14241425:+	17.0645161290323	chr16:14153234:+	chr16:14150542:+	ALE	3.1296086660596e-06	TRUE	chr16:14071313:+;chr16:14186686:+	chr16:14150542:+;chr16:14153234:+;chr16:14241425:+
SPATA33	1.95427626451914e-07	TSS03-PA03	chr16:89658047:+|chr16:89670458:+	8.93831286680651	chr16:89661508:+	chr16:89670458:+	ALE	3.27234288380067e-06	TRUE	chr16:89657740:+;chr16:89657802:+;chr16:89658047:+	chr16:89661508:+;chr16:89670458:+;chr16:89669517:+
GLDN	2.26563657164772e-07	TSS01-PA02	chr15:51341655:+|chr15:51408000:+	22.3630952380952	chr15:51385554:+	chr15:51408000:+	ALE	3.76621035895643e-06	TRUE	chr15:51341655:+;chr15:51341798:+;chr15:51341874:+;chr15:51377246:+;chr15:51377348:+	chr15:51385554:+;chr15:51408000:+
PRDM16-DT	2.38076483787745e-07	TSS09-PA02	chr1:3068437:-|chr1:3064079:-	13.9213250517598	chr1:3059617:-	chr1:3064079:-	ALE	3.92911837272724e-06	TRUE	chr1:3061866:-;chr1:3062032:-;chr1:3068437:-	chr1:3059617:-;chr1:3064079:-
TMTC4	2.40002990170885e-07	TSS01-PA04	chr13:100636608:-|chr13:100623641:-	7.88403979422643	chr13:100603936:-	chr13:100603842:-	TUTR	3.93262042465722e-06	TRUE	chr13:100636608:-;chr13:100674774:-;chr13:100674879:-	chr13:100603625:-;chr13:100603842:-;chr13:100603936:-;chr13:100623641:-;chr13:100625453:-
ABHD6	2.47630919263678e-07	TSS02-PA01	chr3:58237792:+|chr3:58294514:+	18.2344489684888	chr3:58294734:+	chr3:58294514:+	TUTR	4.02883211908423e-06	TRUE	chr3:58237502:+;chr3:58237792:+;chr3:58237847:+;chr3:58238028:+;chr3:58294363:+	chr3:58294734:+;chr3:58294514:+
ERCC1	2.65970404790793e-07	TSS04-PA02	chr19:45419186:-|chr19:45409619:-	15.3466809178446	chr19:45409619:-	chr19:45407334:-	TUTR	4.29673315908507e-06	TRUE	chr19:45419186:-;chr19:45423485:-;chr19:45423839:-;chr19:45450725:-;chr19:45451547:-	chr19:45409619:-;chr19:45407334:-;chr19:45413434:-
TACC1	2.70199475409044e-07	TSS07-PA02	chr8:38787236:+|chr8:38798896:+	13.0489130434783	chr8:38748050:+	chr8:38849066:+	ALE	4.33452864747096e-06	TRUE	chr8:38728582:+;chr8:38787236:+	chr8:38748050:+;chr8:38849066:+;chr8:38853028:+;chr8:38798896:+
HNRNPLL	2.97804798711223e-07	TSS05-PA01	chr2:38602626:-|chr2:38561978:-	11.139796588396	chr2:38563508:-	chr2:38561978:-	TUTR	4.74419589058018e-06	TRUE	chr2:38602626:-;chr2:38602857:-;chr2:38602928:-;chr2:38603029:-	chr2:38561978:-;chr2:38563508:-;chr2:38562555:-;chr2:38564032:-;chr2:38563189:-;chr2:38564103:-
ZZZ3	3.32742846390574e-07	TSS04-PA02	chr1:77682643:-|chr1:77676976:-	12.5890151515151	chr1:77564505:-	chr1:77676976:-	ALE	5.26422130772398e-06	TRUE	chr1:77682643:-;chr1:77683374:-	chr1:77564505:-;chr1:77676976:-
AHCYL1	3.40257120874818e-07	TSS07-PA02	chr1:110018432:+|chr1:110023742:+	11.5692980790316	chr1:110022400:+	chr1:110023742:+	TUTR	5.34623174853995e-06	TRUE	chr1:109984765:+;chr1:109985015:+;chr1:110003948:+;chr1:110004131:+;chr1:110017495:+;chr1:110018432:+	chr1:110022400:+;chr1:110023742:+
OLFM1	4.08442975350342e-07	TSS02-PA02	chr9:135075505:+|chr9:135121178:+	17.5267161894065	chr9:135098104:+	chr9:135121178:+	ALE	6.37393323437881e-06	TRUE	chr9:135075422:+;chr9:135075505:+;chr9:135075666:+;chr9:135087668:+;chr9:135095986:+	chr9:135098104:+;chr9:135121178:+
MFSD11	4.37130702212575e-07	TSS02-PA01	chr17:76736565:+|chr17:76738531:+	18.5142857142857	chr17:76779284:+	chr17:76778725:+	TUTR	6.77552588429491e-06	TRUE	chr17:76736565:+;chr17:76738071:+	chr17:76738531:+;chr17:76778725:+;chr17:76779284:+
PSIP1	4.46284797697634e-07	TSS01-PA03	chr9:15472750:-|chr9:15471191:-	16.8753176530382	chr9:15464066:-	chr9:15471191:-	ALE	6.87098876455283e-06	TRUE	chr9:15472750:-;chr9:15474201:-;chr9:15510289:-;chr9:15510946:-	chr9:15471191:-;chr9:15464066:-;chr9:15464573:-
CNTN1	4.53711031479717e-07	TSS02-PA02	chr12:40742351:+|chr12:40972625:+	7.98083362234764	chr12:41072412:+	chr12:40972433:+	ALE	6.9387540414298e-06	TRUE	chr12:40692439:+;chr12:40742351:+;chr12:40827938:+;chr12:40828184:+;chr12:40908354:+	chr12:40972433:+;chr12:40972625:+;chr12:40973558:+;chr12:41072412:+;chr12:41071929:+
ITPRID2	4.81965391234155e-07	TSS04-PA03	chr2:181892196:+|chr2:181930738:+	8.33285461776403	chr2:181930738:+	chr2:181894698:+	ALE	7.32204375821955e-06	TRUE	chr2:181891730:+;chr2:181891833:+;chr2:181891955:+;chr2:181892196:+	chr2:181894698:+;chr2:181930528:+;chr2:181930738:+
SATB2	5.04347662567889e-07	TSS05-PA02	chr2:199457612:-|chr2:199379673:-	16.6896551724138	chr2:199269505:-	chr2:199379673:-	ALE	7.5646753098634e-06	TRUE	chr2:199329035:-;chr2:199457612:-;chr2:199465108:-	chr2:199269505:-;chr2:199379673:-
CAST	5.04531526769442e-07	TSS03-PA01	chr5:96662037:+|chr5:96772812:+	17.6218993621545	chr5:96774683:+	chr5:96772812:+	TUTR	7.5646753098634e-06	TRUE	chr5:96662037:+;chr5:96662203:+;chr5:96662330:+;chr5:96663000:+;chr5:96702781:+	chr5:96772812:+;chr5:96773054:+;chr5:96774683:+
NIFK-AS1	5.20008088311317e-07	TSS02-PA03	chr2:121649621:+|chr2:121651538:+	5.17432791237969	chr2:121651538:+	chr2:121651157:+	ALE	7.74609451029974e-06	TRUE	chr2:121649621:+;chr2:121649798:+;chr2:121650082:+	chr2:121651538:+;chr2:121651157:+;chr2:121651328:+;chr2:121728561:+
HMGB1	5.39527532317968e-07	TSS06-PA01	chr13:30617587:-|chr13:30459850:-	9.73511882992417	chr13:30460895:-	chr13:30459850:-	TUTR	7.98500747830593e-06	TRUE	chr13:30463264:-;chr13:30464247:-;chr13:30464310:-;chr13:30465240:-;chr13:30465914:-;chr13:30617587:-	chr13:30460895:-;chr13:30459850:-
IDS	5.57358673397576e-07	TSS03-PA02	chrX:149504219:-|chrX:149479517:-	10.8684721465717	chrX:149478769:-	chrX:149487131:-	ALE	8.19603074855153e-06	TRUE	chrX:149498266:-;chrX:149503388:-;chrX:149504219:-;chrX:149505280:-	chrX:149478769:-;chrX:149479517:-;chrX:149482541:-;chrX:149487131:-
ZNF331	5.81055891665769e-07	TSS16-PA01	chr19:53554827:+|chr19:53578081:+	7.67698259187621	chr19:53580267:+	chr19:53578081:+	TUTR	8.49007780561321e-06	TRUE	chr19:53520948:+;chr19:53538143:+;chr19:53538305:+;chr19:53554499:+;chr19:53554601:+;chr19:53554827:+	chr19:53578081:+;chr19:53579579:+;chr19:53580267:+
HTATIP2	6.40968216438675e-07	TSS03-PA03	chr11:20364141:+|chr11:20383778:+	9.20316123427881	chr11:20383778:+	chr11:20367655:+	ALE	9.3062094209514e-06	TRUE	chr11:20363685:+;chr11:20364141:+	chr11:20367655:+;chr11:20383428:+;chr11:20383778:+
TBC1D24	8.31528719103568e-07	TSS06-PA04	chr16:2504534:+|chr16:2505730:+	15.75	chr16:2502860:+	chr16:2503547:+	TUTR	1.19970244127269e-05	TRUE	chr16:2475118:+;chr16:2504534:+	chr16:2502860:+;chr16:2503547:+;chr16:2505730:+
HLA-DPB1	9.24390639818918e-07	TSS02-PA02	chr6:33080386:+|chr6:33086880:+	24.3742044358727	chr6:33086795:+	chr6:33086880:+	TUTR	1.32534507984037e-05	TRUE	chr6:33075990:+;chr6:33080386:+;chr6:33080443:+;chr6:33080672:+	chr6:33086795:+;chr6:33086880:+
SPTBN4	1.00670256028771e-06	TSS07-PA02	chr19:40571039:+|chr19:40576459:+	15.5626926098254	chr19:40567345:+	chr19:40576459:+	ALE	1.43439482813665e-05	TRUE	chr19:40530488:+;chr19:40530766:+;chr19:40571039:+	chr19:40567345:+;chr19:40576459:+
DAPK2	1.11988662548925e-06	TSS04-PA01	chr15:63926201:-|chr15:63907036:-	6.26016076078343	chr15:63907036:-	chr15:63907923:-	TUTR	1.58383386103822e-05	TRUE	chr15:63926201:-;chr15:64046381:-;chr15:64046436:-	chr15:63907036:-;chr15:63907923:-
MAGI2-AS3	1.12539197623901e-06	TSS06-PA02	chr7:79453944:+|chr7:79462991:+	5.95348837209302	chr7:79471197:+	chr7:79462991:+	ALE	1.58383386103822e-05	TRUE	chr7:79452940:+;chr7:79453560:+;chr7:79453944:+	chr7:79471197:+;chr7:79460589:+;chr7:79462991:+
ACTR3	1.13298334921946e-06	TSS01-PA01	chr2:113889934:+|chr2:113958146:+	8.52552287561444	chr2:113958586:+	chr2:113958257:+	TUTR	1.584795001896e-05	TRUE	chr2:113889934:+;chr2:113890063:+	chr2:113958146:+;chr2:113958257:+;chr2:113958586:+
NAF1	1.23807460252062e-06	TSS04-PA03	chr4:163166831:-|chr4:163157163:-	17.3157534246575	chr4:163128669:-	chr4:163156958:-	ALE	1.72129887162563e-05	TRUE	chr4:163166831:-;chr4:163166890:-	chr4:163157163:-;chr4:163128669:-;chr4:163156958:-
MBD1	1.24967435445145e-06	TSS03-PA03	chr18:50275964:-|chr18:50271042:-	16.550279688806	chr18:50268846:-	chr18:50271042:-	TUTR	1.72324899240712e-05	TRUE	chr18:50275964:-;chr18:50276738:-;chr18:50281441:-	chr18:50271042:-;chr18:50268846:-;chr18:50269031:-
RNF144A	1.2545012281255e-06	TSS04-PA01	chr2:6933043:+|chr2:6970464:+	18.2729779411765	chr2:7044094:+	chr2:6970464:+	ALE	1.72324899240712e-05	TRUE	chr2:6917489:+;chr2:6933043:+;chr2:6996940:+	chr2:6970464:+;chr2:7040517:+;chr2:7044094:+;chr2:7044179:+
