ID	bc01	bc02	bc05	bc06	iNGN_D12_rep1	iNGN_D12_rep2	iNGN_D12_rep3	PAS_ID	UTR_id	Feature	gene_name
chr10:5729922:-	0	0	0	0	0	2	1	chr10:5729922:-	.	intergenic	intergenic:chr10:5729922
chr10:5731200:+	2	6	2	1	3	0	3	chr10:5731200:+	.	exon	TASOR2
chr10:5742010:+	0	1	0	0	2	0	0	chr10:5742010:+	.	intron	TASOR2
chr10:5747509:-	0	0	0	2	0	0	0	chr10:5747509:-	.	intergenic	intergenic:chr10:5747509
chr10:5750114:+	0	0	0	1	0	1	0	chr10:5750114:+	.	intron	TASOR2
chr10:5758389:+	2	0	0	0	0	0	0	chr10:5758389:+	.	intron	TASOR2
chr10:5758974:+	5	2	7	4	4	2	4	chr10:5758974:+	.	exon	TASOR2
chr10:5762991:+	3	1	0	0	0	0	0	chr10:5762991:+	.	intron	TASOR2
chr10:5763097:+	2	4	0	0	0	1	1	chr10:5763097:+	TASOR2:chr10:5763033:5763740:u1	3UTR	TASOR2
chr10:5763324:+	5	5	8	11	1	5	0	chr10:5763324:+	TASOR2:chr10:5763033:5763740:u1	3UTR	TASOR2
chr10:5763436:+	2	0	1	2	0	0	1	chr10:5763436:+	TASOR2:chr10:5763033:5763740:u1	3UTR	TASOR2
chr10:5763448:-	2	3	1	1	6	3	2	chr10:5763448:-	.	intergenic	intergenic:chr10:5763451
chr10:5763515:+	3	4	3	5	3	0	2	chr10:5763515:+	TASOR2:chr10:5763033:5763740:u1	3UTR	TASOR2
chr10:5763583:-	25	13	22	40	47	58	39	chr10:5763583:-	.	intergenic	intergenic:chr10:5763586
chr10:5763737:+	489	550	292	381	151	150	98	chr10:5763737:+	TASOR2:chr10:5763033:5763740:u1	3UTR	TASOR2
chr10:5763988:-	5	4	2	4	3	11	10	chr10:5763988:-	.	intergenic	intergenic:chr10:5763991
chr10:5764024:-	7	5	11	9	17	19	9	chr10:5764024:-	.	intergenic	intergenic:chr10:5764074
chr10:5764442:+	16	18	9	4	0	0	2	chr10:5764442:+	.	intergenic	intergenic:chr10:5764451
chr10:5764461:-	3	4	9	11	8	8	9	chr10:5764461:-	.	intergenic	intergenic:chr10:5764461
chr10:5765223:-	4034	4314	3584	3718	3501	3959	3977	chr10:5765223:-	GDI2:chr10:5765223:5766005:u1	3UTR	GDI2
chr10:5765383:-	24	30	13	6	6	9	11	chr10:5765383:-	GDI2:chr10:5765223:5766005:u1	3UTR	GDI2
chr10:5765474:-	0	0	2	0	0	0	0	chr10:5765474:-	GDI2:chr10:5765223:5766005:u1	3UTR	GDI2
chr10:5765722:+	0	0	0	0	0	1	1	chr10:5765722:+	.	intergenic	intergenic:chr10:5765726
chr10:5765957:-	78	77	38	35	19	34	33	chr10:5765957:-	GDI2:chr10:5765223:5766005:u1	3UTR	GDI2
chr10:5783526:-	3	4	3	6	1	3	0	chr10:5783526:-	.	intron	GDI2
chr10:5784312:-	0	0	0	1	0	0	0	chr10:5784312:-	.	intron	GDI2
chr10:5784872:-	0	0	0	0	0	0	2	chr10:5784872:-	.	intron	GDI2
chr10:5814638:+	1	0	0	0	1	0	0	chr10:5814638:+	.	intergenic	intergenic:chr10:5814644
chr10:5860933:-	0	0	0	3	3	0	1	chr10:5860933:-	.	intergenic	intergenic:chr10:5860938
chr10:5877530:-	4	0	2	4	2	0	2	chr10:5877530:-	.	intron	ANKRD16
chr10:5878089:-	20	17	12	17	25	11	20	chr10:5878089:-	ANKRD16:chr10:5878087:5878221:u1	3UTR	ANKRD16
chr10:5882707:-	0	0	0	1	1	0	0	chr10:5882707:-	.	intron	ANKRD16
chr10:5894381:+	0	1	0	1	0	0	0	chr10:5894381:+	.	intron	FBH1
chr10:5909478:+	6	8	7	6	0	1	4	chr10:5909478:+	.	intron	FBH1
chr10:5910463:+	0	1	1	2	1	1	1	chr10:5910463:+	.	intron	FBH1
chr10:5923598:+	0	0	0	0	0	0	1	chr10:5923598:+	.	intron	FBH1
chr10:5937593:+	375	393	515	545	310	310	287	chr10:5937593:+	FBH1:chr10:5937281:5937595:u1	3UTR	FBH1
chr10:5938115:+	0	0	0	2	0	0	0	chr10:5938115:+	.	intergenic	intergenic:chr10:5938115
chr10:5952386:-	6	9	5	2	2	1	0	chr10:5952386:-	IL15RA:chr10:5952371:5953259:u1	3UTR	IL15RA
chr10:6115613:+	5	4	6	1	5	6	4	chr10:6115613:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6115756:+	123	125	90	81	51	44	28	chr10:6115756:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6115976:+	58	60	26	38	32	38	33	chr10:6115976:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6116451:+	0	2	0	0	1	0	1	chr10:6116451:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6116542:+	8	6	12	7	20	9	11	chr10:6116542:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6116832:+	79	72	132	131	118	112	48	chr10:6116832:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6116875:+	7	11	12	11	12	13	7	chr10:6116875:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6117459:+	0	1	3	0	0	0	0	chr10:6117459:+	RBM17:chr10:6115557:6117459:u1	3UTR	RBM17
chr10:6122337:+	1	0	2	0	1	2	0	chr10:6122337:+	.	intergenic	intergenic:chr10:6122339
chr10:6233391:+	1	3	0	11	1	1	2	chr10:6233391:+	PFKFB3:chr10:6232902:6235544:u1	3UTR	PFKFB3
chr10:6235464:+	0	0	0	1	0	1	0	chr10:6235464:+	PFKFB3:chr10:6232902:6235544:u1	3UTR	PFKFB3
chr10:6235532:+	85	59	446	670	365	398	339	chr10:6235532:+	PFKFB3:chr10:6232902:6235544:u1	3UTR	PFKFB3
chr10:6249599:+	0	0	0	2	0	0	0	chr10:6249599:+	.	intron	PFKFB3
chr10:6254646:+	11	10	3	11	1	0	1	chr10:6254646:+	PFKFB3:chr10:6254370:6254648:u2	3UTR	PFKFB3
chr10:6267087:+	0	0	0	2	0	0	0	chr10:6267087:+	.	intergenic	intergenic:chr10:6267090
chr10:6284203:+	4	2	7	16	0	0	0	chr10:6284203:+	.	intergenic	intergenic:chr10:6284207
chr10:6335982:+	1	0	2	4	0	0	0	chr10:6335982:+	.	exon	LINC02649
chr10:6348096:+	0	0	2	0	0	0	0	chr10:6348096:+	.	intergenic	intergenic:chr10:6348096
chr10:6353508:+	0	0	2	0	0	0	0	chr10:6353508:+	.	exon	LINC02656
chr10:6353848:+	0	0	2	2	0	0	0	chr10:6353848:+	.	intergenic	intergenic:chr10:6353848
chr10:6376587:+	0	0	0	1	0	0	0	chr10:6376587:+	.	intergenic	intergenic:chr10:6376587
chr10:6394096:-	0	2	0	0	0	0	0	chr10:6394096:-	.	intergenic	intergenic:chr10:6394096
chr10:6398380:+	0	0	0	1	0	0	0	chr10:6398380:+	.	intergenic	intergenic:chr10:6398383
chr10:6427143:-	6	6	9	9	2	1	0	chr10:6427143:-	PRKCQ:chr10:6427143:6428206:u1	3UTR	PRKCQ
chr10:6427638:-	21	20	10	6	0	3	0	chr10:6427638:-	PRKCQ:chr10:6427143:6428206:u1	3UTR	PRKCQ
chr10:6427867:-	2	1	0	0	0	0	0	chr10:6427867:-	PRKCQ:chr10:6427143:6428206:u1	3UTR	PRKCQ
chr10:6429271:-	1	0	0	0	0	1	0	chr10:6429271:-	.	intron	PRKCQ
chr10:6430366:-	21	23	4	4	0	0	0	chr10:6430366:-	.	intron	PRKCQ
chr10:6441693:-	0	1	0	1	0	0	0	chr10:6441693:-	.	intron	PRKCQ
chr10:6456525:-	1	0	0	1	0	0	0	chr10:6456525:-	.	intron	PRKCQ
chr10:6478336:-	2	0	0	0	0	0	0	chr10:6478336:-	.	intron	PRKCQ
chr10:6478401:-	0	0	1	0	0	1	0	chr10:6478401:-	.	intron	PRKCQ
chr10:6583996:+	1	0	1	0	0	0	0	chr10:6583996:+	.	exon	PRKCQ-AS1
chr10:6584299:+	275	302	106	120	28	13	27	chr10:6584299:+	.	exon	PRKCQ-AS1
chr10:6584385:+	0	3	3	2	0	0	0	chr10:6584385:+	.	exon	PRKCQ-AS1
chr10:6585361:+	2	2	0	2	0	0	0	chr10:6585361:+	.	exon	PRKCQ-AS1
chr10:6615932:+	2	2	0	1	0	0	0	chr10:6615932:+	.	intergenic	intergenic:chr10:6615957
chr10:6622388:+	2	1	0	0	0	0	0	chr10:6622388:+	.	intron	LINC02648
chr10:6622451:+	0	2	0	0	0	0	0	chr10:6622451:+	.	intron	LINC02648
chr10:6627450:+	0	0	1	1	0	0	0	chr10:6627450:+	.	exon	LINC02648
chr10:6639779:+	0	0	0	0	0	0	2	chr10:6639779:+	.	exon	LINC02648
chr10:6738943:+	11	6	0	0	0	0	0	chr10:6738943:+	.	intergenic	intergenic:chr10:6738945
chr10:6787772:-	2	3	0	0	0	3	0	chr10:6787772:-	.	intergenic	intergenic:chr10:6787772
chr10:6791300:-	0	1	0	0	0	1	0	chr10:6791300:-	.	intergenic	intergenic:chr10:6791300
chr10:6842900:+	8	4	0	0	1	2	1	chr10:6842900:+	.	exon	LINC00707
chr10:6933765:-	0	0	0	2	0	0	0	chr10:6933765:-	.	intergenic	intergenic:chr10:6933765
chr10:6973950:+	0	0	1	1	0	0	2	chr10:6973950:+	.	intergenic	intergenic:chr10:6973952
chr10:6976638:+	0	0	1	6	0	0	0	chr10:6976638:+	.	intergenic	intergenic:chr10:6976641
chr10:7008412:-	1	0	0	1	0	0	0	chr10:7008412:-	.	intergenic	intergenic:chr10:7008419
chr10:7158624:-	0	0	2	0	3	1	1	chr10:7158624:-	SFMBT2:chr10:7158624:7163769:u1	3UTR	SFMBT2
chr10:7200250:-	0	0	1	0	0	0	1	chr10:7200250:-	.	intron	SFMBT2
chr10:7228712:-	4	1	3	3	3	3	2	chr10:7228712:-	.	intron	SFMBT2
chr10:7242912:-	1	1	7	3	4	4	0	chr10:7242912:-	.	intron	SFMBT2
chr10:7284178:-	0	0	1	3	8	8	2	chr10:7284178:-	.	intron	SFMBT2
chr10:7295624:-	0	0	0	0	0	1	0	chr10:7295624:-	.	intron	SFMBT2
chr10:7562428:-	4	6	1	3	0	0	0	chr10:7562428:-	ITIH5:chr10:7559270:7563082:u2	3UTR	ITIH5
chr10:7562730:-	1	1	1	0	0	0	0	chr10:7562730:-	ITIH5:chr10:7559270:7563082:u2	3UTR	ITIH5
chr10:7562790:-	0	3	0	0	0	0	0	chr10:7562790:-	ITIH5:chr10:7559270:7563082:u2	3UTR	ITIH5
chr10:7598721:-	0	2	0	0	0	0	0	chr10:7598721:-	.	intron	ITIH5
chr10:7747288:-	1	0	1	1	3	1	1	chr10:7747288:-	.	intergenic	intergenic:chr10:7747297
chr10:7750962:-	20	13	27	32	8	15	7	chr10:7750962:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7753209:-	8	3	11	7	3	5	5	chr10:7753209:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7754654:+	0	0	0	1	0	0	0	chr10:7754654:+	.	intergenic	intergenic:chr10:7754659
chr10:7755232:-	2	1	3	2	2	3	1	chr10:7755232:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7755406:-	9	5	8	4	7	5	6	chr10:7755406:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7755654:-	3	4	1	0	1	2	1	chr10:7755654:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7755810:-	307	367	134	175	107	152	91	chr10:7755810:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7756035:-	56	53	33	39	14	12	7	chr10:7756035:-	KIN:chr10:7750962:7756079:u1	3UTR	KIN
chr10:7760443:-	0	2	1	0	0	0	0	chr10:7760443:-	.	intron	KIN
chr10:7769253:-	38	52	66	30	12	11	18	chr10:7769253:-	.	exon	KIN
chr10:7797975:+	0	0	0	1	0	3	1	chr10:7797975:+	.	intron	ATP5F1C
chr10:7803015:+	2	0	0	0	0	0	0	chr10:7803015:+	.	intron	ATP5F1C
chr10:7807016:+	1	2	0	0	0	1	1	chr10:7807016:+	ATP5F1C:chr10:7806981:7807010:u1	3UTR	ATP5F1C
chr10:7807751:+	0	0	0	0	0	0	1	chr10:7807751:+	ATP5F1C:chr10:7807659:7807799:u2	3UTR	ATP5F1C
chr10:7807796:+	4210	4094	3954	4221	3151	3215	1968	chr10:7807796:+	ATP5F1C:chr10:7807659:7807799:u2	3UTR	ATP5F1C
chr10:7807913:+	26	48	15	19	11	14	13	chr10:7807913:+	.	intergenic	intergenic:chr10:7807918
chr10:7808184:+	0	0	0	1	0	1	1	chr10:7808184:+	.	intergenic	intergenic:chr10:7808194
chr10:7808754:+	0	0	2	0	1	1	0	chr10:7808754:+	.	intergenic	intergenic:chr10:7808756
chr10:7824896:+	15	7	4	3	4	3	2	chr10:7824896:+	.	intron	TAF3
chr10:7825355:+	0	2	0	0	1	0	0	chr10:7825355:+	.	intron	TAF3
chr10:7827808:+	2	1	0	0	0	0	0	chr10:7827808:+	.	intron	TAF3
chr10:7867289:+	1	1	1	0	0	0	0	chr10:7867289:+	.	intron	TAF3
chr10:7964324:+	0	1	0	0	0	0	0	chr10:7964324:+	.	exon	TAF3
chr10:7965107:+	50	61	56	40	32	36	21	chr10:7965107:+	.	exon	TAF3
chr10:7965190:+	0	0	0	0	1	0	0	chr10:7965190:+	.	exon	TAF3
chr10:7965394:+	38	54	37	38	18	28	17	chr10:7965394:+	.	exon	TAF3
chr10:7965627:+	148	187	94	138	84	99	102	chr10:7965627:+	.	exon	TAF3
chr10:8015053:+	5	12	6	4	2	2	2	chr10:8015053:+	TAF3:chr10:8014752:8016631:u1	3UTR	TAF3
chr10:8015490:+	0	0	1	0	0	0	0	chr10:8015490:+	TAF3:chr10:8014752:8016631:u1	3UTR	TAF3
chr10:8015543:+	18	17	12	18	6	3	7	chr10:8015543:+	TAF3:chr10:8014752:8016631:u1	3UTR	TAF3
chr10:8015849:+	10	1	8	1	0	1	1	chr10:8015849:+	TAF3:chr10:8014752:8016631:u1	3UTR	TAF3
chr10:8015884:+	0	1	0	2	0	0	1	chr10:8015884:+	TAF3:chr10:8014752:8016631:u1	3UTR	TAF3
chr10:8016631:+	11	9	5	7	9	11	7	chr10:8016631:+	TAF3:chr10:8014752:8016631:u1	3UTR	TAF3
chr10:8074798:+	0	2	0	0	0	0	0	chr10:8074798:+	GATA3:chr10:8074024:8075198:u1	3UTR	GATA3
chr10:8074894:+	2	3	0	0	0	0	0	chr10:8074894:+	GATA3:chr10:8074024:8075198:u1	3UTR	GATA3
chr10:9414973:+	1	0	1	0	0	1	0	chr10:9414973:+	.	intergenic	intergenic:chr10:9414975
chr10:9416394:+	0	0	4	2	0	0	0	chr10:9416394:+	.	intergenic	intergenic:chr10:9416394
chr10:10138204:+	0	0	0	1	0	0	0	chr10:10138204:+	.	intergenic	intergenic:chr10:10138209
chr10:10350350:+	0	0	0	0	0	0	1	chr10:10350350:+	.	intergenic	intergenic:chr10:10350351
chr10:10395406:+	0	0	3	5	0	0	0	chr10:10395406:+	.	intergenic	intergenic:chr10:10395414
chr10:10775761:-	0	2	0	0	1	0	0	chr10:10775761:-	.	intergenic	intergenic:chr10:10775761
chr10:10784437:-	3	7	1	0	2	0	0	chr10:10784437:-	.	exon	SFTA1P
chr10:11179258:+	0	0	0	0	0	2	0	chr10:11179258:+	.	intron	CELF2
chr10:11220074:+	1	1	0	0	0	0	0	chr10:11220074:+	.	intron	CELF2
chr10:11260725:+	7	6	2	7	3	2	3	chr10:11260725:+	.	intron	CELF2
chr10:11260919:+	0	1	0	0	1	0	0	chr10:11260919:+	.	intron	CELF2
chr10:11268254:+	1	0	0	1	1	0	0	chr10:11268254:+	.	intron	CELF2
chr10:11275540:+	1	1	0	2	0	0	0	chr10:11275540:+	.	intron	CELF2
chr10:11301168:+	1	1	1	0	0	0	0	chr10:11301168:+	.	intron	CELF2
chr10:11313748:+	1	0	0	0	0	0	0	chr10:11313748:+	.	intron	CELF2
chr10:11315516:+	2	1	0	1	0	0	0	chr10:11315516:+	.	intron	CELF2
chr10:11329265:+	1	4	6	1	2	0	3	chr10:11329265:+	CELF2:chr10:11329054:11336673:u1	3UTR	CELF2
chr10:11329416:+	1	1	2	0	0	0	0	chr10:11329416:+	CELF2:chr10:11329054:11336673:u1	3UTR	CELF2
chr10:11329800:+	3	1	4	2	2	3	2	chr10:11329800:+	CELF2:chr10:11329054:11336673:u1	3UTR	CELF2
chr10:11329833:+	2	0	2	5	0	0	1	chr10:11329833:+	CELF2:chr10:11329054:11336673:u1	3UTR	CELF2
chr10:11331510:+	1	0	1	0	0	0	0	chr10:11331510:+	CELF2:chr10:11329054:11336673:u1	3UTR	CELF2
chr10:11334356:+	1	0	0	1	2	3	0	chr10:11334356:+	CELF2:chr10:11329054:11336673:u1	3UTR	CELF2
chr10:11456241:-	0	0	2	0	0	0	0	chr10:11456241:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11460673:-	1	1	0	0	2	0	0	chr10:11460673:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11460724:-	0	2	0	3	0	2	0	chr10:11460724:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11460794:-	3	6	0	1	2	0	1	chr10:11460794:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11460870:-	24	24	3	6	10	10	8	chr10:11460870:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11460969:-	2	3	0	1	0	0	1	chr10:11460969:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11461286:-	1	2	0	0	0	1	0	chr10:11461286:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11461747:-	7	14	0	1	1	5	1	chr10:11461747:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11461954:-	6	3	0	1	1	0	0	chr10:11461954:-	USP6NL:chr10:11453946:11462440:u1	3UTR	USP6NL
chr10:11500364:-	0	1	1	0	0	0	0	chr10:11500364:-	.	intron	USP6NL
chr10:11522250:-	1	2	0	0	0	0	0	chr10:11522250:-	.	intron	USP6NL
chr10:11562960:-	0	0	1	0	1	2	0	chr10:11562960:-	.	intron	USP6NL
chr10:11563898:-	1	0	1	0	0	0	0	chr10:11563898:-	.	intron	USP6NL
chr10:11564021:-	1	0	1	0	0	0	1	chr10:11564021:-	.	intron	USP6NL
chr10:11564124:-	27	28	14	32	29	30	30	chr10:11564124:-	.	exon	USP6NL
chr10:11564277:-	0	1	0	0	1	0	0	chr10:11564277:-	.	exon	USP6NL
chr10:11636026:-	1	0	0	0	0	1	0	chr10:11636026:-	.	intergenic	intergenic:chr10:11636026
chr10:11756288:+	16	15	0	0	0	2	1	chr10:11756288:+	.	intron	ECHDC3
chr10:11757117:+	0	2	0	0	0	0	0	chr10:11757117:+	.	intron	ECHDC3
chr10:11757184:+	1	0	0	0	1	0	0	chr10:11757184:+	.	intron	ECHDC3
chr10:11757316:+	1	0	0	1	0	0	0	chr10:11757316:+	.	intron	ECHDC3
chr10:11757900:+	14	14	2	4	6	8	6	chr10:11757900:+	.	intron	ECHDC3
chr10:11764070:+	113	75	49	74	35	30	23	chr10:11764070:+	ECHDC3:chr10:11763545:11764070:u1	3UTR	ECHDC3
chr10:11840286:+	1	3	0	0	0	0	0	chr10:11840286:+	.	intron	PROSER2
chr10:11849608:-	6	2	0	0	0	0	2	chr10:11849608:-	.	exon	PROSER2-AS1
chr10:11870878:+	5	1	0	0	0	0	0	chr10:11870878:+	PROSER2:chr10:11870407:11872277:u1	3UTR	PROSER2
chr10:11872274:+	0	1	0	0	0	0	1	chr10:11872274:+	PROSER2:chr10:11870407:11872277:u1	3UTR	PROSER2
chr10:11920022:-	280	335	220	204	193	147	125	chr10:11920022:-	UPF2:chr10:11920022:11921297:u1	3UTR	UPF2
chr10:11920099:-	2	1	4	0	0	0	0	chr10:11920099:-	UPF2:chr10:11920022:11921297:u1	3UTR	UPF2
chr10:11920505:-	0	0	0	0	2	0	0	chr10:11920505:-	UPF2:chr10:11920022:11921297:u1	3UTR	UPF2
chr10:11920767:-	1	1	3	1	0	0	0	chr10:11920767:-	UPF2:chr10:11920022:11921297:u1	3UTR	UPF2
chr10:11948465:-	1	1	0	1	0	1	1	chr10:11948465:-	.	exon	UPF2
chr10:11954897:-	0	1	0	1	0	2	0	chr10:11954897:-	.	intron	UPF2
chr10:11966985:-	0	2	0	0	0	1	0	chr10:11966985:-	.	intron	UPF2
chr10:11970449:-	0	2	0	0	0	0	0	chr10:11970449:-	.	intron	UPF2
chr10:12004530:-	4	3	1	2	2	2	2	chr10:12004530:-	.	exon	UPF2
chr10:12006612:-	0	1	0	0	2	1	0	chr10:12006612:-	.	intron	UPF2
chr10:12014285:-	0	0	0	0	0	2	0	chr10:12014285:-	.	intron	UPF2
chr10:12019059:-	0	0	2	0	1	0	2	chr10:12019059:-	.	intron	UPF2
chr10:12022448:-	0	0	0	0	1	0	0	chr10:12022448:-	.	intron	UPF2
chr10:12028889:-	0	1	0	0	0	1	0	chr10:12028889:-	.	exon	UPF2
chr10:12029363:-	0	1	0	1	0	0	0	chr10:12029363:-	.	exon	UPF2
chr10:12031480:-	1	2	0	1	0	0	1	chr10:12031480:-	.	intron	UPF2
chr10:12035130:-	1	4	4	1	0	1	0	chr10:12035130:-	.	exon	UPF2
chr10:12037391:-	0	1	1	0	0	0	0	chr10:12037391:-	.	intron	UPF2
chr10:12094328:+	4	2	1	2	0	0	2	chr10:12094328:+	.	intron	DHTKD1
chr10:12121274:+	4	3	4	1	2	2	4	chr10:12121274:+	DHTKD1:chr10:12120889:12123221:u1	3UTR	DHTKD1
chr10:12121452:+	25	28	44	26	12	12	8	chr10:12121452:+	DHTKD1:chr10:12120889:12123221:u1	3UTR	DHTKD1
chr10:12122167:+	0	2	0	0	1	0	0	chr10:12122167:+	DHTKD1:chr10:12120889:12123221:u1	3UTR	DHTKD1
chr10:12122637:+	1	1	0	0	2	3	0	chr10:12122637:+	DHTKD1:chr10:12120889:12123221:u1	3UTR	DHTKD1
chr10:12123157:+	0	1	0	2	0	1	0	chr10:12123157:+	DHTKD1:chr10:12120889:12123221:u1	3UTR	DHTKD1
chr10:12123220:+	7	9	0	6	2	2	3	chr10:12123220:+	DHTKD1:chr10:12120889:12123221:u1	3UTR	DHTKD1
chr10:12123267:+	0	1	0	1	0	0	0	chr10:12123267:+	.	intergenic	intergenic:chr10:12123276
chr10:12125094:+	0	0	0	1	1	0	0	chr10:12125094:+	.	intergenic	intergenic:chr10:12125096
chr10:12125153:+	0	3	1	0	1	4	4	chr10:12125153:+	.	intergenic	intergenic:chr10:12125155
chr10:12125947:+	0	1	0	0	1	1	0	chr10:12125947:+	.	intergenic	intergenic:chr10:12125947
chr10:12126831:+	0	0	1	1	0	0	0	chr10:12126831:+	.	intergenic	intergenic:chr10:12126835
chr10:12138286:+	1	0	0	2	0	1	0	chr10:12138286:+	.	intron	SEC61A2
chr10:12162887:+	0	0	1	0	1	0	0	chr10:12162887:+	.	intron	SEC61A2
chr10:12163989:+	2	0	1	0	1	0	0	chr10:12163989:+	.	intron	SEC61A2
chr10:12164690:+	3	9	3	5	4	8	3	chr10:12164690:+	SEC61A2:chr10:12164455:12165406:u1	3UTR	SEC61A2
chr10:12164828:+	170	218	159	162	135	140	159	chr10:12164828:+	SEC61A2:chr10:12164455:12165406:u1	3UTR	SEC61A2
chr10:12164839:-	0	0	1	0	0	1	1	chr10:12164839:-	.	intergenic	intergenic:chr10:12164839
chr10:12165330:-	102	91	54	112	196	146	173	chr10:12165330:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12165363:+	90	87	48	77	173	158	93	chr10:12165363:+	SEC61A2:chr10:12164455:12165406:u1	3UTR	SEC61A2
chr10:12165407:+	45	61	70	119	147	164	122	chr10:12165407:+	SEC61A2:chr10:12164455:12165406:u1	3UTR	SEC61A2
chr10:12165471:-	17	32	5	10	11	9	16	chr10:12165471:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12165653:-	16	13	6	7	11	11	9	chr10:12165653:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12165722:-	1	0	1	0	0	0	0	chr10:12165722:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12165927:-	2	0	0	0	0	0	0	chr10:12165927:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12166037:-	0	1	0	1	0	0	0	chr10:12166037:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12166433:-	4	7	1	2	3	0	0	chr10:12166433:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12167305:-	1	2	0	2	0	0	1	chr10:12167305:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12167477:-	153	161	43	37	21	25	27	chr10:12167477:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12167576:-	2366	2474	615	626	241	252	334	chr10:12167576:-	NUDT5:chr10:12165328:12167701:u1	3UTR	NUDT5
chr10:12169585:+	0	0	2	1	2	1	0	chr10:12169585:+	SEC61A2:chr10:12169328:12169958:u2	3UTR	SEC61A2
chr10:12169677:-	5	4	2	6	1	3	1	chr10:12169677:-	.	intron	NUDT5
chr10:12169958:+	5	10	30	54	25	38	45	chr10:12169958:+	SEC61A2:chr10:12169328:12169958:u2	3UTR	SEC61A2
chr10:12170207:-	4	6	1	1	1	0	1	chr10:12170207:-	.	intron	NUDT5
chr10:12170579:-	0	1	0	0	0	0	1	chr10:12170579:-	.	intron	NUDT5
chr10:12171109:+	0	0	2	0	2	0	1	chr10:12171109:+	.	intergenic	intergenic:chr10:12171139
chr10:12171198:+	0	1	4	8	7	7	5	chr10:12171198:+	.	intergenic	intergenic:chr10:12171202
chr10:12171249:+	0	1	3	2	3	5	1	chr10:12171249:+	.	intergenic	intergenic:chr10:12171258
chr10:12171720:-	2	0	1	1	0	0	0	chr10:12171720:-	.	intron	NUDT5
chr10:12172458:-	0	0	1	1	0	0	0	chr10:12172458:-	.	intron	NUDT5
chr10:12182732:-	1	1	0	0	0	1	2	chr10:12182732:-	.	intron	NUDT5
chr10:12183940:-	2	0	0	0	0	0	0	chr10:12183940:-	.	intron	NUDT5
chr10:12183981:-	3	0	1	0	1	0	0	chr10:12183981:-	.	intron	NUDT5
chr10:12184042:-	4	7	2	6	2	0	1	chr10:12184042:-	.	intron	NUDT5
chr10:12184537:-	0	1	0	1	1	0	3	chr10:12184537:-	.	intron	NUDT5
chr10:12185156:-	1	0	1	0	0	0	0	chr10:12185156:-	.	intron	NUDT5
chr10:12186613:-	1	4	1	0	1	0	1	chr10:12186613:-	.	intron	NUDT5
chr10:12193497:-	2	0	2	0	2	1	3	chr10:12193497:-	.	intron	NUDT5
chr10:12211393:+	1	0	0	0	0	0	0	chr10:12211393:+	.	intron	CDC123
chr10:12225417:+	0	1	1	0	0	1	0	chr10:12225417:+	.	intron	CDC123
chr10:12237195:+	10	11	7	4	2	1	2	chr10:12237195:+	.	exon	CDC123
chr10:12250199:+	0	2	0	0	0	0	0	chr10:12250199:+	.	intron	CDC123
chr10:12250587:+	8337	9731	3230	3616	3282	3296	2873	chr10:12250587:+	CDC123:chr10:12250338:12250589:u1	3UTR	CDC123
chr10:12260262:+	22	41	4	2	8	5	4	chr10:12260262:+	.	intergenic	intergenic:chr10:12260262
