gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	residual	FDR	sig	tss	pas
GOLGB1	2.43851380630161e-147	P09-PA02	chr3:121690730:-|chr3:121664109:-	207.633103925897	14.4094796549319	1.18664178099152e-145	TRUE	chr3:121668158:-;chr3:121690730:-;chr3:121694426:-;chr3:121718501:-;chr3:121719750:-;chr3:121730973:-;chr3:121749676:-	chr3:121663201:-;chr3:121664109:-;chr3:121697394:-
TTC3	1.15135302404773e-146	P14-PA03	chr21:37191334:+|chr21:37203104:+	285.571761744985	16.8988686528118	5.53360163286149e-145	TRUE	chr21:37073184:+;chr21:37073348:+;chr21:37144560:+;chr21:37153237:+;chr21:37156741:+;chr21:37191334:+	chr21:37148639:+;chr21:37197695:+;chr21:37203104:+
SDAD1	2.13812232853678e-144	P01-PA01	chr4:75957371:-|chr4:75949917:-	252.1224220952	15.8783633317543	1.01508661280411e-142	TRUE	chr4:75957371:-;chr4:75973391:-;chr4:75975844:-;chr4:75977685:-;chr4:75990931:-	chr4:75949917:-;chr4:75956066:-;chr4:75971358:-
CLASP2	2.08562437355808e-143	P10-PA03	chr3:33645458:-|chr3:33602443:-	98.5410187801942	9.92678290183654	9.78233215212242e-142	TRUE	chr3:33535366:-;chr3:33535448:-;chr3:33545111:-;chr3:33559341:-;chr3:33560876:-;chr3:33584798:-;chr3:33645274:-;chr3:33645458:-;chr3:33659105:-;chr3:33659602:-;chr3:33659672:-;chr3:33718213:-	chr3:33496245:-;chr3:33496996:-;chr3:33602443:-
SMC2	6.00219098115042e-143	P04-PA03	chr9:104127407:+|chr9:104139652:+	619.917891549683	24.8981503640267	2.78172970114507e-141	TRUE	chr9:104094260:+;chr9:104094564:+;chr9:104094627:+;chr9:104127407:+	chr9:104102164:+;chr9:104124953:+;chr9:104139652:+
WASHC4	5.60713568769723e-137	P09-PA02	chr12:105162749:+|chr12:105169130:+	603.507042253521	24.5663803246128	2.56806814496533e-135	TRUE	chr12:105107714:+;chr12:105144449:+;chr12:105144718:+;chr12:105152346:+;chr12:105162749:+	chr12:105164721:+;chr12:105169130:+
NUP98	3.03675357666378e-136	P02-PA01	chr11:3679687:-|chr11:3675019:-	443.175704989154	21.0517387640345	1.37466065976187e-134	TRUE	chr11:3679687:-;chr11:3695558:-;chr11:3700814:-;chr11:3702651:-;chr11:3706535:-;chr11:3760594:-;chr11:3762933:-;chr11:3768680:-;chr11:3797458:-;chr11:3797541:-	chr11:3675019:-;chr11:3675869:-;chr11:3711835:-;chr11:3712215:-
SEPTIN11	7.47666006086883e-130	P07-PA04	chr4:77028717:+|chr4:77035659:+	116.644188667005	10.8001939180278	3.34559053068533e-128	TRUE	chr4:76949751:+;chr4:77014871:+;chr4:77020532:+;chr4:77028717:+;chr4:77030783:+;chr4:77030897:+	chr4:77028682:+;chr4:77030829:+;chr4:77034904:+;chr4:77035659:+;chr4:77038615:+
ATRX	4.60260060484348e-129	P13-PA01	chrX:77682141:-|chrX:77654147:-	603.058244086822	24.5572442282684	2.03612774484724e-127	TRUE	chrX:77682141:-;chrX:77693833:-;chrX:77698580:-;chrX:77786204:-	chrX:77654147:-;chrX:77682130:-;chrX:77682296:-;chrX:77681828:-;chrX:77682937:-
TRIP11	1.00750558508733e-128	P01-PA01	chr14:91999379:-|chr14:91969514:-	584.165562913907	24.1695172255034	4.40698791319662e-127	TRUE	chr14:91999379:-;chr14:92015751:-;chr14:92040017:-	chr14:91969514:-;chr14:92005541:-;chr14:92005667:-;chr14:92006408:-;chr14:92014458:-
RBPMS	8.74424085369911e-128	P11-PA03	chr8:30479330:+|chr8:30572256:+	206.330302567237	14.3642021208015	3.78236996038341e-126	TRUE	chr8:30384501:+;chr8:30385085:+;chr8:30385203:+;chr8:30442617:+;chr8:30442720:+;chr8:30474786:+;chr8:30479330:+;chr8:30558181:+	chr8:30547515:+;chr8:30570758:+;chr8:30572256:+
CSPP1	6.66174606399222e-127	P25-PA03	chr8:67172463:+|chr8:67196263:+	385.315355329949	19.6294512233518	2.84990960737601e-125	TRUE	chr8:67062417:+;chr8:67064316:+;chr8:67074243:+;chr8:67093525:+;chr8:67113818:+;chr8:67115914:+;chr8:67131951:+;chr8:67154024:+;chr8:67157627:+;chr8:67172463:+	chr8:67137474:+;chr8:67159051:+;chr8:67196263:+
DICER1	7.70727449281073e-126	P01-PA01	chr14:95091322:-|chr14:95086228:-	594.460191082803	24.3815543204859	3.26134995657741e-124	TRUE	chr14:95091322:-;chr14:95133467:-;chr14:95157292:-;chr14:95157420:-	chr14:95086228:-;chr14:95116494:-;chr14:95099802:-;chr14:95124291:-;chr14:95090326:-;chr14:95095349:-
FDFT1	1.21256681325066e-125	P13-PA03	chr8:11830280:+|chr8:11839298:+	301.137128330023	17.3533030956652	5.07583075697293e-124	TRUE	chr8:11795573:+;chr8:11802611:+;chr8:11802739:+;chr8:11803012:+;chr8:11808417:+;chr8:11808490:+;chr8:11808791:+;chr8:11821781:+;chr8:11830280:+	chr8:11838667:+;chr8:11838968:+;chr8:11839298:+
PHF14	1.37271780658157e-120	P08-PA03	chr7:11061816:+|chr7:11103652:+	261.199027728561	16.1616530011185	5.68509619257665e-119	TRUE	chr7:10973336:+;chr7:10973872:+;chr7:11013821:+;chr7:11042680:+;chr7:11061816:+	chr7:10982622:+;chr7:11169613:+;chr7:11037033:+;chr7:11103652:+
GON4L	9.43849704281112e-119	P01-PA01	chr1:155752202:-|chr1:155749717:-	147.217779925112	12.1333334218224	3.86779673554354e-117	TRUE	chr1:155752202:-;chr1:155757940:-;chr1:155771201:-;chr1:155776461:-;chr1:155805024:-;chr1:155821520:-;chr1:155857204:-;chr1:155859400:-	chr1:155749717:-;chr1:155764784:-;chr1:155822456:-
MYH10	3.11537149189717e-117	P01-PA02	chr17:8481445:-|chr17:8474296:-	228.332572913051	15.1106774471911	1.26334804353705e-115	TRUE	chr17:8481445:-;chr17:8493898:-;chr17:8545533:-;chr17:8604893:-;chr17:8630721:-;chr17:8631322:-	chr17:8474227:-;chr17:8474296:-;chr17:8512482:-
KMT2C	5.29650048436814e-114	P18-PA03	chr7:152167378:-|chr7:152162755:-	178.723595902508	13.3687544633937	2.12569859645827e-112	TRUE	chr7:152148411:-;chr7:152148684:-;chr7:152152823:-;chr7:152167378:-;chr7:152177438:-;chr7:152222682:-;chr7:152235933:-;chr7:152252715:-;chr7:152435936:-;chr7:152436567:-;chr7:152436641:-	chr7:152134928:-;chr7:152135158:-;chr7:152162755:-;chr7:152202975:-;chr7:152250161:-
THRAP3	2.47079298215071e-113	P02-PA02	chr1:36289718:+|chr1:36305357:+	507.095952467159	22.5187910969297	9.81509906072727e-112	TRUE	chr1:36224432:+;chr1:36289718:+	chr1:36289116:+;chr1:36305357:+
HDLBP	5.49086316468133e-113	P01-PA01	chr2:241229983:-|chr2:241227293:-	272.022133484176	16.4930935086228	2.15918487879843e-111	TRUE	chr2:241229983:-;chr2:241230824:-;chr2:241236664:-;chr2:241236771:-;chr2:241239736:-;chr2:241242540:-;chr2:241246864:-;chr2:241248043:-;chr2:241255400:-;chr2:241255548:-;chr2:241256708:-;chr2:241262792:-;chr2:241262862:-;chr2:241271965:-;chr2:241272812:-;chr2:241315203:-;chr2:241315292:-;chr2:241315672:-;chr2:241315820:-	chr2:241227293:-;chr2:241229212:-
UBR4	1.4708196250673e-112	P11-PA02	chr1:19127701:-|chr1:19121224:-	135.097303537561	11.6231365619423	5.725900800387e-111	TRUE	chr1:19082240:-;chr1:19093440:-;chr1:19104916:-;chr1:19112687:-;chr1:19127701:-;chr1:19151700:-;chr1:19155039:-	chr1:19074510:-;chr1:19121224:-
PPIG	8.74634732140166e-112	P07-PA03	chr2:169630850:+|chr2:169637744:+	390.629483419806	19.7643487982733	3.37124060616006e-110	TRUE	chr2:169584342:+;chr2:169584568:+;chr2:169584647:+;chr2:169584800:+;chr2:169604040:+;chr2:169630850:+	chr2:169630951:+;chr2:169636560:+;chr2:169637744:+
DOCK7	9.68952121256298e-112	P28-PA02	chr1:62688344:-|chr1:62584105:-	300.57775953484	17.337178534434	3.69816726279487e-110	TRUE	chr1:62474044:-;chr1:62476189:-;chr1:62477762:-;chr1:62485696:-;chr1:62492760:-;chr1:62496380:-;chr1:62552761:-;chr1:62552899:-;chr1:62555886:-;chr1:62561634:-;chr1:62618786:-;chr1:62688264:-;chr1:62688344:-	chr1:62455011:-;chr1:62584105:-
THOC2	2.18986600255971e-111	P16-PA03	chrX:123733037:-|chrX:123621548:-	63.8125706608679	7.98827707712169	8.27684305627663e-110	TRUE	chrX:123613554:-;chrX:123614153:-;chrX:123620178:-;chrX:123620670:-;chrX:123620948:-;chrX:123621159:-;chrX:123621579:-;chrX:123622845:-;chrX:123624609:-;chrX:123626636:-;chrX:123712904:-;chrX:123733037:-	chrX:123600569:-;chrX:123621383:-;chrX:123621548:-
GOLGA4	5.15722463649296e-110	P07-PA04	chr3:37327765:+|chr3:37366746:+	281.261859582543	16.7708634119577	1.93048802979491e-108	TRUE	chr3:37243191:+;chr3:37243247:+;chr3:37243338:+;chr3:37243424:+;chr3:37282183:+;chr3:37327765:+	chr3:37315512:+;chr3:37323845:+;chr3:37324738:+;chr3:37366746:+
PABPC1	4.65732495457771e-107	P22-PA02	chr8:100722087:-|chr8:100703295:-	42.6615033003053	6.53157739755913	1.72675867125438e-105	TRUE	chr8:100704960:-;chr8:100705695:-;chr8:100706779:-;chr8:100706931:-;chr8:100712404:-;chr8:100712761:-;chr8:100715496:-;chr8:100715601:-;chr8:100721559:-;chr8:100721645:-;chr8:100721851:-;chr8:100721904:-;chr8:100721992:-;chr8:100722087:-;chr8:100722749:-	chr8:100702919:-;chr8:100703295:-
SMC3	9.74660843213307e-106	P09-PA03	chr10:110598234:+|chr10:110604634:+	227.540696630755	15.0844521488437	3.5795798704051e-104	TRUE	chr10:110567684:+;chr10:110567953:+;chr10:110568970:+;chr10:110598234:+	chr10:110583434:+;chr10:110589661:+;chr10:110604634:+
CHD9	1.79662960713899e-105	P02-PA01	chr16:53099160:+|chr16:53122176:+	160.646731391586	12.6746491624654	6.5367094024225e-104	TRUE	chr16:53054991:+;chr16:53099160:+;chr16:53130921:+;chr16:53131012:+;chr16:53155926:+;chr16:53156003:+;chr16:53157164:+;chr16:53207965:+;chr16:53208451:+	chr16:53122176:+;chr16:53209779:+;chr16:53222755:+
RNF10	4.25007014003616e-101	P19-PA03	chr12:120575601:+|chr12:120577588:+	256.25267253531	16.0078940693431	1.53199287547785e-99	TRUE	chr12:120534356:+;chr12:120534588:+;chr12:120534812:+;chr12:120546457:+;chr12:120554771:+;chr12:120557544:+;chr12:120560726:+;chr12:120560839:+;chr12:120563455:+;chr12:120565096:+;chr12:120565436:+;chr12:120566953:+;chr12:120575601:+	chr12:120576884:+;chr12:120577171:+;chr12:120577588:+
FANCA	5.39222747860057e-101	P03-PA01	chr16:89742828:-|chr16:89737549:-	132.964257964258	11.531012876771	1.92586619946716e-99	TRUE	chr16:89740078:-;chr16:89742828:-;chr16:89745008:-;chr16:89765004:-;chr16:89779957:-;chr16:89815900:-;chr16:89816608:-	chr16:89737549:-;chr16:89738505:-;chr16:89798354:-
PRR14L	2.0352877015625e-100	P02-PA01	chr22:31712347:-|chr22:31681347:-	167.207142857143	12.9308600973463	7.20306820198439e-99	TRUE	chr22:31703718:-;chr22:31712347:-;chr22:31712745:-;chr22:31750072:-;chr22:31750132:-	chr22:31681347:-;chr22:31713609:-;chr22:31717029:-
SRSF7	5.02682902208812e-99	P02-PA01	chr2:38748616:-|chr2:38743602:-	296.874760120625	17.2300539790398	1.76301309756658e-97	TRUE	chr2:38747044:-;chr2:38748616:-;chr2:38748912:-;chr2:38749564:-;chr2:38751138:-;chr2:38751282:-;chr2:38751352:-;chr2:38751415:-;chr2:38751494:-	chr2:38744895:-;chr2:38743602:-
TRA2B	5.7896284052752e-95	P01-PA01	chr3:185922107:-|chr3:185916744:-	78.5140287885572	8.8608142283064	2.01241280194075e-93	TRUE	chr3:185922107:-;chr3:185923809:-;chr3:185923893:-;chr3:185926770:-;chr3:185931618:-;chr3:185937420:-;chr3:185937987:-;chr3:185938103:-	chr3:185916744:-;chr3:185917124:-;chr3:185917328:-
TCERG1	1.99843258296142e-94	P01-PA01	chr5:146447311:+|chr5:146469743:+	64.1702427600918	8.01063310607169	6.88486552696356e-93	TRUE	chr5:146447311:+;chr5:146459215:+;chr5:146478525:+;chr5:146481176:+;chr5:146492869:+;chr5:146503032:+;chr5:146503419:+;chr5:146503471:+;chr5:146503828:+	chr5:146469743:+;chr5:146511506:+;chr5:146511961:+
ANKRD11	1.10726750847284e-92	P01-PA01	chr16:89275118:-|chr16:89267630:-	141.928586561209	11.9133784696537	3.78122141270593e-91	TRUE	chr16:89275118:-;chr16:89279716:-;chr16:89288678:-;chr16:89290656:-;chr16:89305239:-;chr16:89316998:-;chr16:89418364:-;chr16:89490274:-	chr16:89267630:-;chr16:89284175:-;chr16:89284435:-;chr16:89284256:-;chr16:89286665:-
HACD3	1.89242144109276e-91	P07-PA02	chr15:65564222:+|chr15:65578349:+	339.997001430139	18.4390076042649	6.40625797406447e-90	TRUE	chr15:65530418:+;chr15:65530588:+;chr15:65530754:+;chr15:65564222:+	chr15:65576369:+;chr15:65578349:+
NUP93	1.73500347333293e-88	P06-PA02	chr16:56781829:+|chr16:56844950:+	211.607669245289	14.5467408461583	5.82273148421129e-87	TRUE	chr16:56730118:+;chr16:56748349:+;chr16:56781829:+;chr16:56783380:+;chr16:56783456:+;chr16:56836625:+;chr16:56837625:+;chr16:56839010:+	chr16:56844765:+;chr16:56844950:+
TOP2A	9.33593714293254e-88	P02-PA01	chr17:40392101:-|chr17:40388525:-	311.803600654664	17.6579613957746	3.10639344422533e-86	TRUE	chr17:40392101:-;chr17:40417896:-	chr17:40388525:-;chr17:40395446:-;chr17:40396293:-
COX20	2.75142993349282e-87	P01-PA01	chr1:244835306:+|chr1:244843284:+	359.750001704043	18.9670767833117	9.07738706024368e-86	TRUE	chr1:244835306:+;chr1:244835476:+;chr1:244835616:+	chr1:244843284:+;chr1:244843566:+;chr1:244845057:+
SLTM	6.25709441398796e-87	P12-PA03	chr15:58933558:-|chr15:58894166:-	93.6202377233858	9.67575515003277	2.04696374400463e-85	TRUE	chr15:58887007:-;chr15:58887124:-;chr15:58888422:-;chr15:58889490:-;chr15:58893292:-;chr15:58897120:-;chr15:58933449:-;chr15:58933558:-;chr15:58933679:-	chr15:58879050:-;chr15:58879430:-;chr15:58894166:-
ZNF568	5.20033240203413e-85	P01-PA01	chr19:36916329:+|chr19:36950356:+	111.968365821286	10.5815105642477	1.68707450342657e-83	TRUE	chr19:36916329:+;chr19:36916449:+;chr19:36973213:+;chr19:36973538:+	chr19:36950356:+;chr19:36979907:+;chr19:36980308:+;chr19:36996737:+
SYNE2	1.48849634688326e-83	P17-PA02	chr14:64196754:+|chr14:64226431:+	142.037094345935	11.91793163036	4.7890217176996e-82	TRUE	chr14:63852965:+;chr14:63909098:+;chr14:64158707:+;chr14:64196754:+;chr14:64212811:+	chr14:63995140:+;chr14:64226431:+
ZNF875	1.23448351414657e-82	P02-PA01	chr19:37317882:+|chr19:37329712:+	163.6321632145	12.7918787992421	3.93921665620703e-81	TRUE	chr19:37317882:+;chr19:37318039:+;chr19:37334624:+;chr19:37347190:+	chr19:37329712:+;chr19:37364447:+
ARHGAP5	1.72317776419925e-82	P06-PA04	chr14:32094038:+|chr14:32156016:+	395.088452088452	19.876832043574	5.45392767156721e-81	TRUE	chr14:32076967:+;chr14:32077074:+;chr14:32077304:+;chr14:32094038:+	chr14:32091669:+;chr14:32094231:+;chr14:32094374:+;chr14:32156016:+
SLU7	4.84141050607343e-82	P02-PA01	chr5:160407810:-|chr5:160401647:-	249.365180733609	15.7913007929559	1.51996863710838e-80	TRUE	chr5:160407810:-;chr5:160408421:-;chr5:160419081:-	chr5:160401647:-;chr5:160403151:-;chr5:160404528:-
ITM2B	1.10432615540048e-81	P05-PA02	chr13:48253875:+|chr13:48261870:+	39.3778313981859	6.27517580615762	3.43931337837925e-80	TRUE	chr13:48233203:+;chr13:48253875:+;chr13:48256269:+	chr13:48261388:+;chr13:48261870:+;chr13:48262047:+;chr13:48262091:+
MIA3	1.88086481696718e-81	P01-PA01	chr1:222618097:+|chr1:222628444:+	186.429431438127	13.6539163406741	5.81127518448668e-80	TRUE	chr1:222618097:+;chr1:222644303:+;chr1:222644394:+;chr1:222659939:+;chr1:222662083:+;chr1:222663971:+	chr1:222628444:+;chr1:222665822:+;chr1:222666142:+;chr1:222666604:+
CALD1	3.71021156757402e-81	P13-PA02	chr7:134960531:+|chr7:134970641:+	52.6707619659316	7.2574625018619	1.13731130965084e-79	TRUE	chr7:134779420:+;chr7:134779625:+;chr7:134843884:+;chr7:134891400:+;chr7:134891458:+;chr7:134891610:+;chr7:134941141:+;chr7:134950375:+;chr7:134960531:+	chr7:134933320:+;chr7:134970641:+
USP48	3.71874934586882e-80	P03-PA02	chr1:21721146:-|chr1:21679226:-	369.397344796105	19.219712401493	1.13102275027089e-78	TRUE	chr1:21721146:-;chr1:21725119:-;chr1:21748191:-;chr1:21782943:-;chr1:21783149:-;chr1:21783606:-	chr1:21679226:-;chr1:21721037:-;chr1:21678910:-;chr1:21727854:-
TPM1	5.08468771262989e-80	P07-PA01	chr15:63048439:+|chr15:63066093:+	85.9955583894043	9.27337901680959	1.5344720360673e-78	TRUE	chr15:63042632:+;chr15:63042747:+;chr15:63042830:+;chr15:63044141:+;chr15:63048169:+;chr15:63048439:+;chr15:63057006:+;chr15:63061234:+;chr15:63062244:+	chr15:63066093:+;chr15:63071915:+
CCDC112	4.86322842344701e-79	P01-PA01	chr5:115271610:-|chr5:115267192:-	160.455476529161	12.6671021362094	1.45634986557532e-77	TRUE	chr5:115271610:-;chr5:115296268:-;chr5:115296623:-	chr5:115267192:-;chr5:115267355:-;chr5:115271504:-;chr5:115271411:-
ESCO1	2.08193294752183e-78	P01-PA01	chr18:21560981:-|chr18:21529300:-	301.645989003243	17.3679586884367	6.18699615626144e-77	TRUE	chr18:21560981:-;chr18:21600704:-;chr18:21600884:-	chr18:21529300:-;chr18:21574325:-;chr18:21574587:-
UPF3B	4.88102053251289e-78	P03-PA03	chrX:119852963:-|chrX:119841172:-	86.7657116708632	9.31481141359627	1.43953128280854e-76	TRUE	chrX:119837932:-;chrX:119845254:-;chrX:119852963:-	chrX:119834029:-;chrX:119838507:-;chrX:119841172:-
UGGT2	6.56122884153415e-78	P02-PA01	chr13:95877340:-|chr13:95801580:-	181.00569460547	13.4538356837546	1.92051608120996e-76	TRUE	chr13:95859895:-;chr13:95877340:-;chr13:95895248:-;chr13:96013411:-;chr13:96053393:-	chr13:95801580:-;chr13:95867339:-;chr13:95984909:-
PPP1R7	2.04852297564373e-77	P08-PA03	chr2:241166341:+|chr2:241183652:+	195.367980128667	13.9774096358613	5.95141786879183e-76	TRUE	chr2:241149573:+;chr2:241150418:+;chr2:241153482:+;chr2:241166341:+;chr2:241169798:+	chr2:241167174:+;chr2:241183024:+;chr2:241183652:+
LRPPRC	4.8070820777786e-77	P02-PA01	chr2:43894629:-|chr2:43887743:-	126.775626250078	11.2594682933999	1.38622003916978e-75	TRUE	chr2:43894629:-;chr2:43896701:-;chr2:43899605:-;chr2:43912558:-;chr2:43918415:-;chr2:43925961:-;chr2:43943894:-;chr2:43957451:-;chr2:43973806:-;chr2:43979908:-;chr2:43982419:-;chr2:43995951:-	chr2:43887743:-;chr2:43888267:-;chr2:43888500:-
GIGYF2	1.16633314267626e-76	P11-PA02	chr2:232806614:+|chr2:232844559:+	89.566876155268	9.46397781882798	3.33862862091078e-75	TRUE	chr2:232697299:+;chr2:232703424:+;chr2:232806614:+;chr2:232832871:+;chr2:232839853:+	chr2:232791132:+;chr2:232844559:+;chr2:232857832:+;chr2:232858607:+
RFC1	2.62049801782403e-76	P01-PA01	chr4:39291738:-|chr4:39287457:-	153.742229262334	12.3992834172921	7.44642246962696e-75	TRUE	chr4:39291738:-;chr4:39303193:-;chr4:39312772:-;chr4:39317013:-;chr4:39366335:-	chr4:39287457:-;chr4:39288216:-;chr4:39308956:-;chr4:39320460:-
MPHOSPH8	6.9858421084308e-75	P05-PA03	chr13:19670340:+|chr13:19673457:+	133.695736119381	11.5626872360789	1.97071618319718e-73	TRUE	chr13:19633659:+;chr13:19658995:+;chr13:19668391:+;chr13:19670340:+	chr13:19646841:+;chr13:19648437:+;chr13:19673457:+
PAIP1	2.51033486496268e-74	P01-PA01	chr5:43533792:-|chr5:43526267:-	204.079013214621	14.2856226050747	7.03074361820123e-73	TRUE	chr5:43533792:-;chr5:43556378:-;chr5:43557053:-;chr5:43557419:-;chr5:43557695:-	chr5:43526267:-;chr5:43527115:-;chr5:43527190:-
KIF1B	5.74850362284998e-74	P13-PA05	chr1:10365166:+|chr1:10381600:+	144.545455469215	12.0227058297712	1.59849461455393e-72	TRUE	chr1:10210570:+;chr1:10210706:+;chr1:10232329:+;chr1:10352664:+;chr1:10365166:+	chr1:10273030:+;chr1:10299109:+;chr1:10376645:+;chr1:10377779:+;chr1:10381600:+
NRP1	4.34568221042935e-73	P01-PA01	chr10:33185655:-|chr10:33177500:-	64.2342370803969	8.01462644671583	1.19983977625542e-71	TRUE	chr10:33185655:-;chr10:33202995:-;chr10:33207625:-;chr10:33213561:-;chr10:33263704:-;chr10:33334382:-;chr10:33334522:-;chr10:33334636:-;chr10:33334905:-;chr10:33335078:-	chr10:33177500:-;chr10:33177754:-;chr10:33194375:-;chr10:33197623:-
MYO6	4.63918752870676e-72	P04-PA04	chr6:75890210:+|chr6:75916231:+	276.16501752216	16.6182134275066	1.27185613022925e-70	TRUE	chr6:75749201:+;chr6:75749315:+;chr6:75817516:+;chr6:75890210:+	chr6:75842067:+;chr6:75881817:+;chr6:75890233:+;chr6:75916231:+
PPP2R5C	2.00066009593725e-71	P20-PA02	chr14:101909648:+|chr14:101927741:+	165.569080934149	12.8673649569035	5.44655227516343e-70	TRUE	chr14:101761862:+;chr14:101762905:+;chr14:101786111:+;chr14:101809803:+;chr14:101882161:+;chr14:101883302:+;chr14:101883537:+;chr14:101901857:+;chr14:101906505:+;chr14:101909648:+	chr14:101912625:+;chr14:101927741:+
PA2G4	8.06133482335787e-71	P06-PA02	chr12:56110565:+|chr12:56113904:+	153.714805478173	12.3981775063181	2.17935947689807e-69	TRUE	chr12:56104537:+;chr12:56104919:+;chr12:56106693:+;chr12:56109869:+;chr12:56110565:+	chr12:56113152:+;chr12:56113904:+
ALDH3A2	9.56788071458732e-71	P18-PA05	chr17:19671768:+|chr17:19677594:+	67.0263119858525	8.18695987444989	2.5688110084061e-69	TRUE	chr17:19648136:+;chr17:19648723:+;chr17:19648926:+;chr17:19649081:+;chr17:19656402:+;chr17:19656488:+;chr17:19663333:+;chr17:19665041:+;chr17:19671768:+	chr17:19675744:+;chr17:19675664:+;chr17:19676503:+;chr17:19677412:+;chr17:19677594:+
IBTK	1.87851811269986e-69	P02-PA01	chr6:82191854:-|chr6:82170238:-	201.567037037037	14.1974306491364	5.00895274845243e-68	TRUE	chr6:82191854:-;chr6:82240565:-;chr6:82247671:-;chr6:82247744:-	chr6:82170238:-;chr6:82217965:-
NSG1	5.0360486245075e-69	P08-PA01	chr4:4386963:+|chr4:4417738:+	95.5550003125507	9.77522379859156	1.33369641463998e-67	TRUE	chr4:4385081:+;chr4:4385445:+;chr4:4386256:+;chr4:4386538:+;chr4:4386963:+;chr4:4387039:+;chr4:4387102:+	chr4:4417738:+;chr4:4419056:+;chr4:4418546:+;chr4:4418690:+
VCAN	8.12552646620003e-69	P03-PA01	chr5:83471744:+|chr5:83537169:+	64.455281536447	8.02840466945003	2.13734287384572e-67	TRUE	chr5:83471618:+;chr5:83471674:+;chr5:83471744:+;chr5:83471925:+;chr5:83541948:+;chr5:83553362:+	chr5:83537169:+;chr5:83580625:+;chr5:83581444:+;chr5:83582297:+
YTHDC2	1.71645653181096e-68	P05-PA03	chr5:113591158:+|chr5:113595284:+	202.650947484766	14.2355522367334	4.48467468344972e-67	TRUE	chr5:113513694:+;chr5:113591158:+	chr5:113539159:+;chr5:113594129:+;chr5:113595284:+
SAP30BP	1.73395347189684e-68	P13-PA03	chr17:75704772:+|chr17:75708011:+	86.2480520410288	9.2869829353256	4.50018724406292e-67	TRUE	chr17:75667251:+;chr17:75667338:+;chr17:75667426:+;chr17:75668516:+;chr17:75702480:+;chr17:75703266:+;chr17:75703770:+;chr17:75704772:+	chr17:75706757:+;chr17:75707675:+;chr17:75708011:+
ANP32A	2.15584390307826e-67	P02-PA02	chr15:68784466:-|chr15:68778907:-	62.8498049540574	7.92778688878917	5.52489146966459e-66	TRUE	chr15:68784466:-;chr15:68787829:-;chr15:68817599:-;chr15:68820868:-	chr15:68778535:-;chr15:68778907:-;chr15:68779873:-
RTF1	2.15716286511435e-67	P05-PA03	chr15:41477189:+|chr15:41482981:+	82.8745109874142	9.10354386969241	5.52489146966459e-66	TRUE	chr15:41417095:+;chr15:41474587:+;chr15:41474669:+;chr15:41477189:+	chr15:41464806:+;chr15:41481447:+;chr15:41482981:+
OPA1	3.66357171910939e-67	P12-PA06	chr3:193667176:+|chr3:193697527:+	73.2809122290759	8.56042710552902	9.32175470751168e-66	TRUE	chr3:193593144:+;chr3:193614722:+;chr3:193615031:+;chr3:193615703:+;chr3:193637216:+;chr3:193638019:+;chr3:193645612:+;chr3:193648766:+;chr3:193662891:+;chr3:193667176:+	chr3:193694728:+;chr3:193695057:+;chr3:193695656:+;chr3:193695773:+;chr3:193696630:+;chr3:193697527:+
